id,city,state,direct_flight_dc,earmark,city_lobbying,state_lobbying,county_lobbying,pop_e,land_e,water_e,senior_e,student_e,ethnic_e,mincome_e,unemp_e,poverty_e,gini_e,city_taxshare_e,city_propertytaxshare_e,city_intgovrevenueshare_e,houdem_e,sendem_e,govdem_e,diverge1_e,diverge2_e,st_airexp_e,city_airexp_e
1.0,Abilene,TX,0,615.0,220000.0,280000.0,0.0,116307.6640625,0.1062389686703682,0.005435210186988115,12.36128044128418,15.722696304321289,0.36804839968681335,41.595001220703125,7.175507545471191,14.039876937866211,0.4453999996185303,0.48405084013938904,0.18887995183467865,0.10247155278921127,0.0,0.0,0.0,-2.10132098197937,1.0092288255691528,5.376058834372088e-05,0.05670541897416115
2.0,Addison,IL,0,0.0,0.0,480000.0,625000.0,36973.0,0.009656194597482681,0.00015801347035448998,9.88254165649414,17.786029815673828,0.3280757665634155,61.090667724609375,10.145021438598633,10.043669700622559,0.4129333198070526,0.38372603058815,0.2088288813829422,0.2353549748659134,0.3333333432674408,1.0,1.0,-2.7569785118103027,1.0639679431915283,0.0001942302769748494,0.0
3.0,Agawam,MA,0,0.0,0.0,0.0,0.0,28462.0,0.023309798911213875,0.00104227801784873,17.020530700683594,16.17966079711914,0.12126539647579193,68.13999938964844,7.052073001861572,17.710519790649414,0.38190001249313354,0.5616732835769653,0.5533121228218079,0.3060394823551178,1.0,1.0,1.0,-2.2725977897644043,3.290494441986084,0.0088814627379179,0.0
4.0,Aiken,SC,0,375.0,0.0,190000.0,0.0,29292.333984375,0.019189678132534027,9.927996870828792e-05,21.02867317199707,15.513930320739746,0.46354642510414124,52.900665283203125,7.61415433883667,14.037779808044434,0.48026666045188904,0.46246156096458435,0.19178010523319244,0.09359852224588394,0.0,0.0,0.0,-3.515410900115967,1.2355378866195679,0.00011110913328593597,0.01510129775851965
5.0,Akron,OH,1,1101.0,240000.0,430000.0,180000.0,202641.328125,0.062044743448495865,0.00033972179517149925,12.5856294631958,16.46858024597168,0.502309262752533,34.13933181762695,14.278099060058594,20.2023868560791,0.4636000096797943,0.4402052164077759,0.07589563727378845,0.18404532968997955,1.0,0.5,1.0,-2.5947725772857666,1.7524160146713257,0.0,0.0020938031375408173
6.0,Alameda,CA,0,0.0,275000.0,3908000.0,630000.0,72774.3359375,0.010672367177903652,0.012289486825466156,12.695326805114746,15.415623664855957,0.6367093920707703,73.69833374023438,8.897483825683594,7.049120903015137,0.44653335213661194,0.4169851839542389,0.2349117398262024,0.07588288187980652,1.0,1.0,0.0,-2.1956236362457275,1.8755228519439697,1.1211785022169352e-05,0.0
7.0,Alamogordo,NM,0,0.0,0.0,380000.0,0.0,32291.666015625,0.020737940445542336,8.221400094043929e-06,15.434017181396484,16.91473960876465,0.3976103961467743,40.48966598510742,7.998552322387695,14.516946792602539,0.42719998955726624,0.3621702194213867,0.06819925457239151,0.2747557461261749,0.3333333432674408,0.6666666865348816,1.0,-4.642336368560791,1.1763219833374023,0.0001617901580175385,0.010924708098173141
8.0,Albany,GA,0,1175.0,290000.0,0.0,0.0,76734.3359375,0.055261317640542984,0.0006179882329888642,11.720946311950684,18.643033981323242,0.43708017468452454,30.121000289916992,18.274641036987305,27.668720245361328,0.5156000256538391,0.10320862382650375,0.056404244154691696,0.2144235521554947,1.0,0.0,0.0,-1.7123967409133911,1.4528011083602905,9.796652739169076e-05,0.023673957213759422
9.0,Albany,NY,1,3905.0,0.0,1189000.0,0.0,96558.3359375,0.021384863182902336,0.0005203231703490019,12.514883041381836,12.671632766723633,0.561980664730072,41.06999969482422,9.56387710571289,18.76866340637207,0.459933340549469,0.24939127266407013,0.21686583757400513,0.35401299595832825,1.0,1.0,1.0,-2.788095712661743,2.631274700164795,0.0006086852517910302,0.0
10.0,Albany,OR,0,0.0,0.0,453000.0,150000.0,48843.0,0.01698623038828373,0.00020392646547406912,12.48547649383545,17.652589797973633,0.20644237101078033,45.979331970214844,10.679065704345703,14.996926307678223,0.40860000252723694,0.46970945596694946,0.34756705164909363,0.12180756777524948,1.0,0.6666666865348816,1.0,-3.198216199874878,1.326651692390442,0.0002530938945710659,0.006887912284582853
