county_id,year,legal_aid_availability,conviction_rate,average_income,crime_rate,urban_county,public_defender_availability
1,0,0,50.32360839832124,4,10,0,0
1,1,0,53.0127652877085,4,10,0,0
1,2,0,52.83493472146139,4,10,0,0
1,3,0,53.26575611014015,4,10,0,0
1,4,0,52.052423569870186,4,10,0,0
1,5,0,51.33513645854201,4,10,0,0
1,6,0,49.12549611557942,4,10,0,0
1,7,0,51.986505511050126,4,10,0,0
1,8,0,49.45016558528348,4,10,0,0
1,9,0,51.27094955728085,4,10,0,0
2,0,0,49.31091959164065,4,12,1,1
2,1,0,51.41971682378978,4,12,1,1
2,2,0,52.55264085968994,4,12,1,1
2,3,0,51.52459929524201,4,12,1,1
2,4,0,51.684776741114256,4,12,1,1
2,5,0,50.71273445635015,4,12,1,1
2,6,0,50.76752921709063,4,12,1,1
2,7,0,51.53166316131927,4,12,1,1
2,8,0,49.62314119121734,4,12,1,1
2,9,0,51.73458214215866,4,12,1,1
3,0,0,53.71312732961572,5,8,0,0
3,1,0,55.69209931940756,5,8,0,0
3,2,0,54.41373036026701,5,8,0,0
3,3,0,57.02369741464938,5,8,0,0
3,4,0,53.57526453795018,5,8,0,0
3,5,0,55.75818136659198,5,8,0,0
3,6,0,53.16807498083326,5,8,0,0
3,7,0,56.66807552540705,5,8,0,0
3,8,0,51.80553535675241,5,8,0,0
3,9,0,52.81106288800402,5,8,0,0
4,0,0,49.6544761074072,6,6,1,1
4,1,0,52.122530977179146,6,6,1,1
4,2,0,55.33497489094473,6,6,1,1
4,3,1,56.85709754165837,6,6,1,1
4,4,1,55.23579617233754,6,6,1,1
4,5,1,57.05039167539539,6,6,1,1
4,6,1,52.25237955657446,6,6,1,1
4,7,1,55.89949737687444,6,6,1,1
4,8,1,52.704771776334375,6,6,1,1
4,9,1,55.00121762258002,6,6,1,1
5,0,0,49.37552875390749,5,4,1,0
5,1,0,52.64829159383397,5,4,1,0
5,2,0,54.754971507762114,5,4,1,0
5,3,0,55.04714311453412,5,4,1,0
5,4,0,52.51325820427797,5,4,1,0
5,5,0,54.00712283459604,5,4,1,0
5,6,0,50.62431688432643,5,4,1,0
5,7,0,53.767350281658615,5,4,1,0
5,8,0,51.69680788704017,5,4,1,0
5,9,0,51.64884695561447,5,4,1,0
6,0,0,51.75786049761627,7,3,1,0
6,1,0,53.80802972666615,7,3,1,0
6,2,0,51.003360741074246,7,3,1,0
6,3,0,53.17912234341601,7,3,1,0
6,4,0,51.35337178851655,7,3,1,0
6,5,0,55.7066397313998,7,3,1,0
6,6,0,49.52982984546775,7,3,1,0
6,7,0,55.52122446574186,7,3,1,0
6,8,0,51.13907578057603,7,3,1,0
6,9,0,53.47436382944039,7,3,1,0
7,0,0,50.090764457244326,1,7,1,1
7,1,0,51.139510198632095,1,7,1,1
7,2,1,54.19574539235654,1,7,1,1
7,3,1,55.49589812946354,1,7,1,1
7,4,1,54.72893326792702,1,7,1,1
7,5,1,53.33729322205732,1,7,1,1
7,6,1,50.8889011454352,1,7,1,1
7,7,1,55.78058151287958,1,7,1,1
7,8,1,52.02027514239691,1,7,1,1
7,9,1,54.32182328087254,1,7,1,1
8,0,0,49.73592475779229,2,10,0,1
8,1,0,51.220369899066704,2,10,0,1
8,2,0,51.83135718754272,2,10,0,1
8,3,0,50.678248972749394,2,10,0,1
8,4,0,50.40642830516999,2,10,0,1
8,5,0,51.647760352858455,2,10,0,1
8,6,0,48.34588824931505,2,10,0,1
8,7,0,52.305089494758114,2,10,0,1
8,8,0,49.04990350069302,2,10,0,1
8,9,0,49.54493562721455,2,10,0,1
9,0,0,51.84751818385951,4,9,1,0
9,1,0,54.58538614231377,4,9,1,0
9,2,0,53.34060428633058,4,9,1,0
9,3,0,50.89342656599322,4,9,1,0
9,4,0,51.91891209027711,4,9,1,0
9,5,0,55.095055654600806,4,9,1,0
9,6,0,51.73237538067926,4,9,1,0
9,7,0,53.606026407628455,4,9,1,0
9,8,0,51.00930229726266,4,9,1,0
9,9,0,53.221148866969,4,9,1,0
10,0,0,49.35004274788243,4,13,0,1
10,1,0,51.18642970826969,4,13,0,1
10,2,1,54.755330271218256,4,13,0,1
10,3,1,53.6781722417564,4,13,0,1
10,4,1,52.93355674843606,4,13,0,1
10,5,1,52.81196786332314,4,13,0,1
10,6,1,51.7445629475131,4,13,0,1
10,7,1,57.07937050733031,4,13,0,1
10,8,1,52.59619700528332,4,13,0,1
10,9,1,55.79832233073202,4,13,0,1
11,0,0,48.77624428414835,2,6,0,0
11,1,0,52.01835618698054,2,6,0,0
11,2,0,53.36951416226484,2,6,0,0
11,3,1,54.88386668452595,2,6,0,0
11,4,1,51.48698924985404,2,6,0,0
11,5,1,53.74505576644391,2,6,0,0
11,6,1,50.53935549849736,2,6,0,0
11,7,1,54.690051978243794,2,6,0,0
11,8,1,52.779821240970826,2,6,0,0
11,9,1,53.24927489672107,2,6,0,0
12,0,0,48.73594528513747,4,7,1,1
12,1,0,51.30885909069657,4,7,1,1
12,2,0,51.714910509958656,4,7,1,1
12,3,0,50.07158877130354,4,7,1,1
12,4,0,49.97285705303244,4,7,1,1
12,5,0,51.32668881849964,4,7,1,1
12,6,0,48.39395952659315,4,7,1,1
12,7,0,52.27693649021289,4,7,1,1
12,8,0,49.772694885287336,4,7,1,1
12,9,0,49.71450333301163,4,7,1,1
13,0,0,52.97463216571767,3,13,0,0
13,1,0,52.1308215985335,3,13,0,0
13,2,0,50.8468801933349,3,13,0,0
13,3,1,56.40877044889783,3,13,0,0
13,4,1,56.09554153149303,3,13,0,0
13,5,1,55.38020528358448,3,13,0,0
13,6,1,53.51203682842471,3,13,0,0
13,7,1,56.89243129775878,3,13,0,0
13,8,1,52.445781268816816,3,13,0,0
13,9,1,54.35534819594695,3,13,0,0
14,0,0,53.139851900513406,1,8,1,0
14,1,0,53.12095701230476,1,8,1,0
14,2,0,54.67456753734155,1,8,1,0
14,3,0,53.26300598320461,1,8,1,0
14,4,0,52.79797587018275,1,8,1,0
14,5,0,55.30615881814787,1,8,1,0
14,6,1,53.52180012209898,1,8,1,0
14,7,1,57.38986663084497,1,8,1,0
14,8,1,54.57511541973616,1,8,1,0
14,9,1,55.658831304783234,1,8,1,0
15,0,0,51.55826909566812,2,11,1,0
15,1,0,53.35722366781648,2,11,1,0
15,2,0,52.789109718162905,2,11,1,0
15,3,0,53.38321073303761,2,11,1,0
15,4,0,50.8179910231655,2,11,1,0
15,5,0,50.78823316553371,2,11,1,0
15,6,0,48.6448289955017,2,11,1,0
15,7,0,52.24744016916909,2,11,1,0
15,8,0,48.50390743466677,2,11,1,0
15,9,0,52.40931944170655,2,11,1,0
16,0,0,51.59004658234503,2,8,0,0
16,1,0,51.82098137336887,2,8,0,0
16,2,0,54.237892685166855,2,8,0,0
16,3,0,54.39982266172331,2,8,0,0
16,4,0,49.6606347929394,2,8,0,0
16,5,0,53.89783855448432,2,8,0,0
16,6,0,49.95965585055807,2,8,0,0
16,7,0,53.960536646620994,2,8,0,0
16,8,0,50.776224701984624,2,8,0,0
16,9,0,50.50778778114856,2,8,0,0
17,0,0,49.62176525242068,3,8,1,1
17,1,0,56.06178368896647,3,8,1,1
17,2,0,52.03611405466736,3,8,1,1
17,3,0,53.36248676147411,3,8,1,1
17,4,0,52.10229373553268,3,8,1,1
17,5,0,54.362490302681714,3,8,1,1
17,6,0,50.914681752471616,3,8,1,1
17,7,0,52.52088370707291,3,8,1,1
17,8,0,49.53403233072406,3,8,1,1
17,9,0,51.60378803607161,3,8,1,1
18,0,0,51.13019034404476,4,8,1,1
18,1,0,50.90300007449002,4,8,1,1
18,2,0,53.748360748365286,4,8,1,1
18,3,0,54.35146349260883,4,8,1,1
18,4,0,51.490426081922536,4,8,1,1
18,5,0,51.80148953209527,4,8,1,1
18,6,0,50.68653621342293,4,8,1,1
18,7,0,54.82713607918219,4,8,1,1
18,8,0,49.44213754796945,4,8,1,1
18,9,0,51.5333957607653,4,8,1,1
19,0,0,52.1004078727014,5,10,0,0
19,1,0,53.78373874883575,5,10,0,0
19,2,0,53.094697603401215,5,10,0,0
19,3,0,52.157235927476194,5,10,0,0
