employee_id,observation_year,job_training,current_income,education_years,previous_income,gender,union_membership
1,0,0,55.681975340777065,5,7,1,0
1,1,0,57.11069222130905,5,7,1,0
1,2,0,52.58809091115937,5,7,1,0
1,3,0,58.36050162288956,5,7,1,0
1,4,0,55.55158032609476,5,7,1,0
1,5,1,61.20041618823427,5,7,1,0
1,6,1,64.25394324414701,5,7,1,0
1,7,1,65.86820997991259,5,7,1,0
1,8,1,63.59018628326308,5,7,1,0
1,9,1,63.66871356846054,5,7,1,0
2,0,0,56.68603698304249,4,12,1,0
2,1,0,57.41787990671613,4,12,1,0
2,2,0,56.49645309440762,4,12,1,0
2,3,0,59.786391003695165,4,12,1,0
2,4,0,56.81600154106649,4,12,1,0
2,5,0,55.94204799946219,4,12,1,0
2,6,0,58.77788171137995,4,12,1,0
2,7,0,58.16530464372895,4,12,1,0
2,8,1,64.22758762256056,4,12,1,0
2,9,1,65.3213790299367,4,12,1,0
3,0,0,57.39682220864545,6,6,1,0
3,1,0,56.9269296369934,6,6,1,0
3,2,0,54.62754719745647,6,6,1,0
3,3,0,57.939733278139485,6,6,1,0
3,4,0,55.06172750295851,6,6,1,0
3,5,0,55.41576035171616,6,6,1,0
3,6,0,58.67601216486024,6,6,1,0
3,7,1,64.58261104218116,6,6,1,0
3,8,1,63.03867211526649,6,6,1,0
3,9,1,64.39803214076315,6,6,1,0
4,0,0,56.86431381019963,5,7,1,0
4,1,0,59.3923253989238,5,7,1,0
4,2,0,56.74868422825144,5,7,1,0
4,3,0,59.95715854881542,5,7,1,0
4,4,1,62.837441643486834,5,7,1,0
4,5,1,65.24866322050272,5,7,1,0
4,6,1,63.40161323160724,5,7,1,0
4,7,1,66.32352619875155,5,7,1,0
4,8,1,65.06478638424653,5,7,1,0
4,9,1,63.97857826734,5,7,1,0
5,0,0,60.50850593720266,3,15,1,1
5,1,0,59.09910668228256,3,15,1,1
5,2,0,58.71022355262188,3,15,1,1
5,3,0,59.79793824670495,3,15,1,1
5,4,0,60.61153368787961,3,15,1,1
5,5,1,64.4207299397833,3,15,1,1
5,6,1,65.40331929960476,3,15,1,1
5,7,1,65.84398851741136,3,15,1,1
5,8,1,67.42323293109109,3,15,1,1
5,9,1,67.90331672320326,3,15,1,1
6,0,0,57.35653170818553,5,7,0,1
6,1,0,57.2965878004004,5,7,0,1
6,2,0,54.80832692558612,5,7,0,1
6,3,0,60.94279039266473,5,7,0,1
6,4,0,59.85067914843317,5,7,0,1
6,5,0,58.36114513677717,5,7,0,1
6,6,0,58.05263210874818,5,7,0,1
6,7,0,57.82198884730467,5,7,0,1
6,8,1,63.52997377042804,5,7,0,1
6,9,1,64.99295015322899,5,7,0,1
7,0,0,58.59928203849072,5,6,1,1
7,1,0,58.18550752527778,5,6,1,1
7,2,0,54.73956689663164,5,6,1,1
7,3,0,58.54982110336168,5,6,1,1
7,4,1,65.01373345448353,5,6,1,1
7,5,1,65.74241619954167,5,6,1,1
7,6,1,62.987205626308175,5,6,1,1
7,7,1,65.66894538957165,5,6,1,1
7,8,1,64.12803471306853,5,6,1,1
7,9,1,64.92441503098081,5,6,1,1
8,0,0,56.28310374168685,4,11,1,1
8,1,0,57.71642646763389,4,11,1,1
8,2,0,52.69247417679725,4,11,1,1
8,3,0,57.45345071575499,4,11,1,1
8,4,0,57.40039220844272,4,11,1,1
8,5,0,55.93359883824787,4,11,1,1
8,6,0,56.63600510772544,4,11,1,1
8,7,0,56.67275305333372,4,11,1,1
8,8,0,57.28477206131343,4,11,1,1
8,9,0,57.2103210645607,4,11,1,1
9,0,0,59.17104599634848,0,6,1,1
9,1,1,63.59576459212825,0,6,1,1
9,2,1,62.90269293158182,0,6,1,1
9,3,1,65.0598707369041,0,6,1,1
9,4,1,64.3991514316615,0,6,1,1
9,5,1,64.39526659494993,0,6,1,1
9,6,1,64.66570135767654,0,6,1,1
9,7,1,65.41342002521789,0,6,1,1
9,8,1,63.43268136833208,0,6,1,1
9,9,1,63.49918951581856,0,6,1,1
10,0,0,55.97169185579786,4,9,0,0
10,1,0,57.98782950855205,4,9,0,0
10,2,0,54.24205205474797,4,9,0,0
10,3,0,59.06699252078201,4,9,0,0
10,4,0,57.85631324236285,4,9,0,0
10,5,0,57.67218279968254,4,9,0,0
10,6,0,58.421638536612825,4,9,0,0
10,7,0,59.77971627245737,4,9,0,0
10,8,0,56.3562657526763,4,9,0,0
10,9,0,58.10823833639035,4,9,0,0
11,0,0,57.05921897072787,4,8,1,1
11,1,0,57.6239667052316,4,8,1,1
11,2,0,55.473965579555305,4,8,1,1
11,3,1,64.87848462263446,4,8,1,1
11,4,1,62.79337482101054,4,8,1,1
11,5,1,62.37984270861839,4,8,1,1
11,6,1,64.5813217012637,4,8,1,1
11,7,1,64.37694362452375,4,8,1,1
11,8,1,64.75312300912579,4,8,1,1
11,9,1,63.33394265071493,4,8,1,1
12,0,0,59.3747542474318,3,10,1,1
12,1,0,59.39626352790893,3,10,1,1
12,2,0,56.342191870036686,3,10,1,1
12,3,0,60.26448190611144,3,10,1,1
12,4,0,59.2416890437027,3,10,1,1
12,5,0,56.21457106191399,3,10,1,1
12,6,0,59.23706657077161,3,10,1,1
12,7,0,59.81877792032262,3,10,1,1
12,8,0,59.07559820487846,3,10,1,1
12,9,0,59.480675048829326,3,10,1,1
13,0,0,55.046731765744056,4,5,0,1
13,1,1,64.37323790383303,4,5,0,1
13,2,1,61.68257801435162,4,5,0,1
13,3,1,65.55334314536039,4,5,0,1
13,4,1,63.21298968171944,4,5,0,1
13,5,1,63.0947905520504,4,5,0,1
13,6,1,65.03740974524345,4,5,0,1
13,7,1,66.0634287327765,4,5,0,1
13,8,1,65.98281890082117,4,5,0,1
13,9,1,61.745470368188,4,5,0,1
14,0,0,56.56277935137801,4,12,0,0
14,1,0,58.889181421103615,4,12,0,0
14,2,0,54.0434200751528,4,12,0,0
14,3,0,57.46116970650591,4,12,0,0
14,4,0,57.81779587696679,4,12,0,0
14,5,0,57.78303021484693,4,12,0,0
14,6,0,56.86328311270611,4,12,0,0
14,7,0,58.85032611389357,4,12,0,0
14,8,0,55.482111327594815,4,12,0,0
14,9,0,56.25298762424236,4,12,0,0
15,0,0,57.57467982935902,6,7,1,0
15,1,0,58.61208183543441,6,7,1,0
15,2,1,63.734482812647165,6,7,1,0
15,3,1,64.19555656071357,6,7,1,0
15,4,1,64.27540114334796,6,7,1,0
15,5,1,64.14624071969183,6,7,1,0
15,6,1,64.77224715293285,6,7,1,0
15,7,1,64.62406905484998,6,7,1,0
15,8,1,63.27951159920598,6,7,1,0
15,9,1,62.96919515909672,6,7,1,0
16,0,0,61.03069791773366,0,10,0,0
16,1,0,59.88824230878672,0,10,0,0
16,2,0,56.719931479805766,0,10,0,0
16,3,0,58.73946233823376,0,10,0,0
16,4,0,60.03588588983041,0,10,0,0
16,5,0,59.18752797663279,0,10,0,0
16,6,0,59.47054102538995,0,10,0,0
16,7,0,59.6575847966562,0,10,0,0
16,8,1,63.54938458272869,0,10,0,0
16,9,1,66.095811307549,0,10,0,0
17,0,0,56.36922722644019,5,9,0,1
17,1,0,59.099550018763445,5,9,0,1
17,2,0,55.75351345775399,5,9,0,1
17,3,0,59.82491061042281,5,9,0,1
17,4,0,58.02039750923461,5,9,0,1
17,5,0,57.37426788914864,5,9,0,1
17,6,0,58.34052604613952,5,9,0,1
17,7,0,60.25728809617581,5,9,0,1
17,8,0,57.66026987306192,5,9,0,1
17,9,0,57.6280324066501,5,9,0,1
18,0,0,56.671342114980455,2,11,1,0
18,1,1,63.70399097710545,2,11,1,0
18,2,1,60.83782324765794,2,11,1,0
18,3,1,64.8595154483558,2,11,1,0
18,4,1,62.25632366884278,2,11,1,0
18,5,1,62.34734761385263,2,11,1,0
18,6,1,63.10483234100694,2,11,1,0
18,7,1,64.87885061341142,2,11,1,0
18,8,1,64.45675785653518,2,11,1,0
18,9,1,64.11586847891701,2,11,1,0
19,0,0,57.94380467442836,2,10,1,0
19,1,0,57.53338452816971,2,10,1,0
19,2,0,55.57107656559336,2,10,1,0
19,3,0,58.0890410394673,2,10,1,0
19,4,0,58.30690731087722,2,10,1,0
19,5,0,56.72487871133314,2,10,1,0
19,6,0,58.62500645824296,2,10,1,0
19,7,0,58.48913808315627,2,10,1,0
19,8,0,56.05804895413255,2,10,1,0
19,9,0,58.13237466451166,2,10,1,0
20,0,0,54.3006523081874,5,8,1,0
20,1,0,56.76917527921924,5,8,1,0
20,2,0,54.99567886282188,5,8,1,0
20,3,0,58.032890364621416,5,8,1,0
20,4,0,54.18292483568804,5,8,1,0
20,5,0,56.14644871831055,5,8,1,0
20,6,0,57.24871027724252,5,8,1,0
20,7,0,56.70741086784973,5,8,1,0
20,8,0,55.18576768216936,5,8,1,0
20,9,0,55.75336384243708,5,8,1,0
21,0,0,58.90304513061895,5,9,0,0
21,1,0,59.13503695896312,5,9,0,0
21,2,0,54.81805290340817,5,9,0,0
21,3,0,61.46677384998084,5,9,0,0
21,4,0,57.7981243480331,5,9,0,0
21,5,1,65.80539749072109,5,9,0,0
21,6,1,67.49417154173892,5,9,0,0
21,7,1,67.33392176707065,5,9,0,0
21,8,1,64.33243627238842,5,9,0,0
21,9,1,64.7251214649909,5,9,0,0
22,0,0,57.45876886892775,2,10,1,1
22,1,1,64.34114252056786,2,10,1,1
22,2,1,61.0789935487564,2,10,1,1
22,3,1,66.0194001119223,2,10,1,1
22,4,1,65.09722652597473,2,10,1,1
22,5,1,63.44045160503637,2,10,1,1
22,6,1,64.36750614304151,2,10,1,1
22,7,1,65.65327267103982,2,10,1,1
22,8,1,64.8669067604287,2,10,1,1
22,9,1,65.29408606574269,2,10,1,1
23,0,0,56.44705325674027,5,4,0,0
23,1,0,57.12944876854853,5,4,0,0
23,2,0,55.77696463480696,5,4,0,0
23,3,0,55.28595763900798,5,4,0,0
23,4,0,55.58528360574435,5,4,0,0
23,5,0,55.63799224864918,5,4,0,0
23,6,1,61.57925268540947,5,4,0,0
23,7,1,63.98064412587222,5,4,0,0
23,8,1,62.63471050552291,5,4,0,0
23,9,1,64.24156874584685,5,4,0,0
24,0,0,56.94771601163158,5,7,1,0
24,1,0,58.76927953439624,5,7,1,0
24,2,0,54.67019383912736,5,7,1,0
24,3,1,63.14674320085421,5,7,1,0
24,4,1,63.75353950774467,5,7,1,0
