employee_age,weekly_work_hours,gender,smoking_status,job_satisfaction_score,training_program_participation,monthly_income
11,5,0,0,2.624363336274577,0,9.413097536310948
13,3,1,0,5.771567966339463,1,16.328535519603705
7,8,0,1,0.3686282946766641,0,5.0323598935005895
9,7,0,0,0.4811294954406913,0,4.474129888333618
7,7,0,1,3.0736293768935226,0,8.90645757130722
7,6,0,1,6.537596914893086,1,16.426754439228336
9,6,0,1,3.195218483023191,0,8.679763824390083
3,4,0,0,0.0459954826853152,0,3.6461718785206254
9,6,0,0,3.366337803226154,0,9.463893554961953
8,5,0,1,2.6547544645602765,0,7.834255622893387
12,7,0,1,5.1322188224526215,1,15.275483440691492
12,7,0,0,4.907755837228165,1,15.465768763129576
6,6,0,0,3.018994850216594,0,8.145665882480577
10,5,0,0,3.724123169994496,0,9.495450970996211
7,6,0,0,3.563298369741722,0,9.57635017996064
0,6,1,1,1.2716680364759498,0,6.161207026801601
5,4,0,1,6.722266360631524,1,15.92160444030402
8,5,0,0,3.714723532283506,0,9.195843601854104
8,4,1,1,6.826871941433396,1,15.778934450361191
6,5,0,0,5.590555257426892,1,14.85703994896756
7,9,0,1,2.594067577257922,0,8.351113124977504
13,4,0,1,5.659250466611263,1,15.73228120927559
3,3,0,0,4.793986263708324,1,14.949644690550794
7,8,0,0,2.524634896897289,0,7.728311735778159
9,6,1,0,3.8501798646018406,0,10.104587411622964
9,4,1,0,7.057350222630627,1,16.623761902272378
6,6,0,1,3.886996006956101,0,9.953098557995062
11,7,0,1,3.2050550747968254,0,9.44384939836711
12,5,0,0,4.033043165777447,1,14.25941961340493
12,3,0,0,2.4840053227254533,0,8.212088860910447
4,4,0,0,4.964884700493392,1,14.660983214934914
4,4,1,0,3.862041527600835,0,9.64352235085432
6,6,0,1,5.6473172009581685,1,15.6055172498008
4,7,0,0,5.192341881372547,1,13.814555020575837
2,6,0,0,3.640541997154555,0,9.3558098110838
5,7,0,0,6.595166760009288,1,15.54061237624671
7,6,0,0,4.1950634297180365,1,13.432149053351887
9,5,1,1,0.9478408146391776,0,5.194302672724936
8,6,0,1,4.562105701960528,1,13.948502277963026
9,3,1,1,3.2634452157886438,0,10.05480068173858
6,5,0,1,3.266434287035172,0,9.288761752686437
4,2,0,1,3.096469794225983,0,8.675076866395976
11,4,0,0,1.0681954761747394,0,5.947935439884561
7,8,0,0,4.04729651896761,1,14.032761607008103
4,5,1,0,5.200378197523477,1,15.479234654410227
8,5,1,1,4.507697604853151,1,14.507267304483673
8,6,0,0,0.9785735786127544,0,5.975067523942802
10,6,0,1,3.614298461148068,0,9.429382892626416
7,6,1,0,7.505773940814913,1,17.31741455453935
5,4,0,0,4.479559850116221,1,14.419230190876696
12,5,0,0,4.687312056841908,1,14.671129262661475
11,5,0,0,1.919367687694823,0,6.795338028347027
12,7,0,0,4.58298779381232,1,14.31969676270793
5,7,0,1,7.583022287160134,1,16.288609941594483
11,5,0,0,2.495586640641977,0,8.4485699808799
5,5,1,1,3.142962839793212,0,7.711930830460792
5,4,0,0,3.330508327982729,0,8.992856016870915
10,6,0,1,2.8075511759714957,0,8.006833515354149
6,7,1,0,8.632974285034337,1,18.03293977284049
6,5,0,0,-0.9794851168762966,0,2.5405623511219364
8,8,0,1,4.196815324137354,1,14.416068624013512
7,3,1,0,4.864730849821223,1,13.951895130633
4,4,0,0,4.144690912156778,1,13.971623993779538
3,6,0,0,4.569110436039478,1,14.524872203213103
2,5,0,0,0.4683366476115718,0,4.51049739622976
12,7,0,0,6.003581070548971,1,15.665855756420529
9,6,1,0,3.028436866987776,0,9.214648172428973
13,3,0,0,5.187424917005648,1,14.924507043352428
7,7,1,0,5.5373494114488295,1,15.763039169003914
6,7,0,0,2.128092693858881,0,7.777360873783758
10,6,0,1,6.609157633690727,1,16.563184832447327
8,5,0,0,5.522258181201359,1,15.295016084927887
9,6,1,0,1.3292170634850424,0,6.796359087210888
14,7,1,1,3.978614944642828,0,10.194270343446911
8,8,1,1,6.10670581673935,1,16.05335396643507
9,8,0,1,2.424465711162872,0,7.866700892083816
15,5,0,0,5.221173414143783,1,15.69372421701212
11,4,0,0,5.386194251781567,1,15.256003989875088
7,4,0,1,4.429382921818761,1,14.546946008189142
2,4,0,0,2.7350881162233507,0,8.7128735974512
9,8,0,0,3.092735275005944,0,9.270038362420689
9,5,0,0,0.5470578333224134,0,5.372115779713187
7,5,1,0,3.526795108776461,0,10.136672876788529
15,5,0,0,5.743809921014544,1,16.730670719950144
5,7,0,0,5.656561276971119,1,14.53518332097235
7,6,0,0,3.4765610182000155,0,9.515049610744898
9,5,0,1,2.690859935198791,0,8.199995196664071
2,6,0,0,1.736046241108134,0,6.514004767738773
7,9,0,1,3.934995003232437,0,9.79043855524078
10,5,0,0,6.9100769302686205,1,16.03812264967803
4,5,0,1,3.2441384806872806,0,8.63812541728293
7,4,0,0,6.93389206419189,1,16.270478503110716
7,7,1,0,1.0614782805872798,0,5.988769218881245
10,6,1,1,8.813333922726843,1,18.764806536313703
9,6,0,0,2.915549954929913,0,8.819766494283408
7,4,0,0,3.531112775229384,0,9.724698056860062
5,5,1,0,3.549215942599472,0,9.880729438308794
14,7,1,0,3.674018922207536,0,9.226508039907204
9,5,0,1,1.0195835654526113,0,5.283197153095995
3,4,0,0,4.739844645857926,1,13.99077501269525
9,7,1,0,4.713582586502002,1,13.764345889183046
11,4,0,1,6.855817505154465,1,16.869976708856207
6,4,0,0,4.640821394972011,1,14.647105200106129
7,5,0,1,5.688515291123218,1,15.206120596924384
7,7,0,0,1.4282740746623888,0,6.597054488375233
10,7,0,0,2.4252116122355947,0,7.869701073663104
8,9,0,1,4.948588452328,1,14.04201047593984
4,4,0,0,4.276739993731697,1,14.726439952611225
9,3,1,0,5.065497393703003,1,14.815698183630738
11,7,1,0,3.867564038981324,0,10.337728853731097
10,4,0,1,3.159628521754667,0,8.203536517535758
1,5,0,0,3.279383089517021,0,8.745226199984074
13,5,0,0,5.98388414874742,1,15.48261551096769
8,4,1,0,5.82274133302311,1,16.24802667186891
10,5,0,0,5.332992731563288,1,14.856705396560717
10,5,0,1,2.423768568302476,0,7.822613802467255
7,7,1,0,1.6974040356581694,0,6.991010145584089
6,7,0,0,6.18506129990646,1,15.590235867666506
8,6,0,1,4.147784273797425,1,14.456380482015003
7,7,0,0,8.169314308877613,1,16.257029174804575
6,4,1,0,5.7363802380150775,1,16.107964976741815
2,6,0,0,3.9134357457950495,0,10.15691240153814
8,4,0,0,4.038765671053193,1,14.487487009153831
12,6,0,1,2.233414451711821,0,6.628004904484972
11,4,0,1,1.4490317054837925,0,6.453156407035804
8,6,0,1,2.6528260135370925,0,7.343200617093149
9,3,0,0,4.083359970633183,1,14.308920452417102
9,6,0,0,5.603870909943648,1,14.868028938329378
2,7,0,0,5.416132867114412,1,15.027019375013822
10,6,0,0,4.17517790931202,1,14.191463234472732
14,5,1,1,2.2418490551318118,0,7.123544629731662
7,5,0,0,5.34419885811835,1,15.501461963833435
10,5,1,0,5.349382077326163,1,15.196269530136824
5,6,0,0,4.107086193066246,1,13.395678070924143
5,6,0,0,4.184900829343106,1,14.218457242245869
11,3,1,0,2.807519784189512,0,7.9492307812023455
14,9,1,0,3.682950882096147,0,10.126661565683904
12,3,0,0,1.1879329187723693,0,6.600413627298377
11,4,1,1,6.641775052420245,1,15.626657795309155
9,4,1,0,7.359776544605955,1,16.73817482943911
8,2,0,1,4.319203560922115,1,13.687970305990744
