court_id,year,legal_aid_program,conviction_rate,crime_rate,average_income,urban_location,public_defender_availability
1,0,0,52.12942375472061,2,8,1,0
1,1,0,49.74838734686851,2,8,1,0
1,2,0,52.74913032642898,2,8,1,0
1,3,0,52.33931897239748,2,8,1,0
1,4,0,50.55350909485768,2,8,1,0
1,5,0,50.99839440103975,2,8,1,0
1,6,0,52.61627059490479,2,8,1,0
1,7,0,50.18178394564466,2,8,1,0
1,8,0,50.16156630315547,2,8,1,0
1,9,0,54.96531674505168,2,8,1,0
2,0,0,52.34762380223803,6,11,0,1
2,1,0,52.12791552507104,6,11,0,1
2,2,0,53.48531970722696,6,11,0,1
2,3,1,58.70671597932209,6,11,0,1
2,4,1,57.14313080615317,6,11,0,1
2,5,1,56.7254745653516,6,11,0,1
2,6,1,59.135331131628085,6,11,0,1
2,7,1,57.083829311165566,6,11,0,1
2,8,1,56.87015078320102,6,11,0,1
2,9,1,59.77799216367026,6,11,0,1
3,0,0,52.927601675126894,1,10,0,1
3,1,0,51.67905954558089,1,10,0,1
3,2,0,54.522865741680526,1,10,0,1
3,3,0,51.81677425462465,1,10,0,1
3,4,0,54.78426745449699,1,10,0,1
3,5,0,52.19931391882059,1,10,0,1
3,6,0,54.46944219734534,1,10,0,1
3,7,0,53.23103143656595,1,10,0,1
3,8,0,52.33743932183073,1,10,0,1
3,9,0,54.59931175710335,1,10,0,1
4,0,0,52.42883841274547,2,9,0,0
4,1,0,51.45002778601449,2,9,0,0
4,2,0,51.90377999180641,2,9,0,0
4,3,0,51.93226460654596,2,9,0,0
4,4,0,51.49020190986934,2,9,0,0
4,5,0,54.187294099645655,2,9,0,0
4,6,0,54.96777123296731,2,9,0,0
4,7,1,59.37919349920381,2,9,0,0
4,8,1,58.15368195046863,2,9,0,0
4,9,1,61.66648919125508,2,9,0,0
5,0,0,52.99783445180138,4,4,1,1
5,1,0,51.77877366696091,4,4,1,1
5,2,0,53.18157998720476,4,4,1,1
5,3,1,58.11992487896012,4,4,1,1
5,4,1,58.9922777722749,4,4,1,1
5,5,1,56.66630696967001,4,4,1,1
5,6,1,58.080043913214695,4,4,1,1
5,7,1,55.00593991253563,4,4,1,1
5,8,1,56.57559671120875,4,4,1,1
5,9,1,60.04672300860391,4,4,1,1
6,0,0,53.56372495688695,1,8,1,1
6,1,0,52.685729643359736,1,8,1,1
6,2,0,53.45535275709115,1,8,1,1
6,3,0,55.17693367073192,1,8,1,1
6,4,0,51.77683455894447,1,8,1,1
6,5,0,52.87335317187188,1,8,1,1
6,6,0,54.11308271376495,1,8,1,1
6,7,1,58.713398257118,1,8,1,1
6,8,1,57.94370435640081,1,8,1,1
6,9,1,62.04841577946361,1,8,1,1
7,0,0,51.46626947832526,3,7,0,0
7,1,0,50.31668306117256,3,7,0,0
7,2,0,52.20524561559567,3,7,0,0
7,3,1,55.62426339162469,3,7,0,0
7,4,1,56.50975452903874,3,7,0,0
7,5,1,57.123128426411135,3,7,0,0
7,6,1,56.938173146964274,3,7,0,0
7,7,1,54.55380066456347,3,7,0,0
7,8,1,54.04882454607857,3,7,0,0
7,9,1,56.74530012247393,3,7,0,0
8,0,0,52.50730343224726,2,9,1,0
8,1,0,51.97553545189063,2,9,1,0
8,2,0,55.19691302210804,2,9,1,0
8,3,0,52.64247637365327,2,9,1,0
8,4,0,52.8746149441924,2,9,1,0
8,5,0,51.377855159657365,2,9,1,0
8,6,0,53.42647974351853,2,9,1,0
8,7,0,51.435570170134525,2,9,1,0
8,8,0,47.4874945643277,2,9,1,0
8,9,1,60.59744794077984,2,9,1,0
9,0,0,53.5175634123834,4,8,1,0
9,1,0,52.01872868072076,4,8,1,0
9,2,0,53.51158653742583,4,8,1,0
9,3,0,51.682139892125285,4,8,1,0
9,4,0,51.84133414550327,4,8,1,0
9,5,0,52.794988796633625,4,8,1,0
9,6,0,52.19062342707952,4,8,1,0
9,7,0,50.3652403501563,4,8,1,0
9,8,0,52.508823586898274,4,8,1,0
9,9,0,55.13061260434458,4,8,1,0
10,0,0,52.24801768220568,5,10,1,0
10,1,0,51.2119481335178,5,10,1,0
10,2,0,54.543399322952006,5,10,1,0
10,3,0,54.03201970435683,5,10,1,0
10,4,0,51.61012779042812,5,10,1,0
10,5,0,50.87587720491711,5,10,1,0
10,6,0,52.00224478628289,5,10,1,0
10,7,0,51.5619496935214,5,10,1,0
10,8,0,50.92248081926143,5,10,1,0
10,9,0,54.427772278855215,5,10,1,0
11,0,0,52.77936030897698,4,8,0,1
11,1,0,54.65025069220055,4,8,0,1
11,2,0,54.163549577020746,4,8,0,1
11,3,0,53.41236012498816,4,8,0,1
11,4,0,53.53328100749248,4,8,0,1
11,5,0,53.08361494784795,4,8,0,1
11,6,0,55.94341331628503,4,8,0,1
11,7,0,51.6405345214172,4,8,0,1
11,8,0,50.83368510912618,4,8,0,1
11,9,0,55.24750756385783,4,8,0,1
12,0,0,50.64295898086871,4,9,0,0
12,1,0,52.03141395731983,4,9,0,0
12,2,0,50.47900829741588,4,9,0,0
12,3,0,51.79497982610285,4,9,0,0
12,4,0,51.2007057278174,4,9,0,0
12,5,0,49.69233514763478,4,9,0,0
12,6,0,52.9046127334862,4,9,0,0
12,7,0,50.46192649495951,4,9,0,0
12,8,0,50.74318154055258,4,9,0,0
12,9,0,53.45891185203111,4,9,0,0
13,0,0,55.09684266945059,3,13,1,1
13,1,0,53.37860967319006,3,13,1,1
13,2,0,54.72594988891223,3,13,1,1
13,3,0,53.54288404483687,3,13,1,1
13,4,0,52.82059349195935,3,13,1,1
13,5,0,53.54688205789353,3,13,1,1
13,6,0,54.49335263052821,3,13,1,1
13,7,0,53.69316056217816,3,13,1,1
13,8,0,51.78273653443927,3,13,1,1
13,9,0,56.80774518326351,3,13,1,1
14,0,0,50.41337123444957,3,9,0,1
14,1,0,50.69025618953438,3,9,0,1
14,2,0,53.51367083768932,3,9,0,1
14,3,0,51.39932409973102,3,9,0,1
14,4,0,49.6855093085265,3,9,0,1
14,5,0,48.66359717838768,3,9,0,1
14,6,0,51.57763843201879,3,9,0,1
14,7,0,49.23506952938154,3,9,0,1
14,8,0,48.724850990039386,3,9,0,1
14,9,0,53.047424969515326,3,9,0,1
15,0,0,50.462267289998834,3,7,0,1
15,1,0,50.38173268334288,3,7,0,1
15,2,0,53.60942560611848,3,7,0,1
15,3,0,53.95106955606381,3,7,0,1
15,4,0,52.0232200924386,3,7,0,1
15,5,0,50.59648545314638,3,7,0,1
15,6,0,53.02372992887605,3,7,0,1
15,7,0,49.88924598629282,3,7,0,1
15,8,0,48.92637388688909,3,7,0,1
15,9,0,53.2888562121916,3,7,0,1
16,0,0,51.00632585446856,2,7,0,1
16,1,0,48.675253857080975,2,7,0,1
16,2,0,51.72044820310498,2,7,0,1
16,3,0,49.75130112252511,2,7,0,1
16,4,0,51.37577738870828,2,7,0,1
16,5,0,49.77432470711082,2,7,0,1
16,6,0,52.33611213194712,2,7,0,1
16,7,0,51.99904273413336,2,7,0,1
16,8,0,49.71527900803381,2,7,0,1
16,9,0,51.83159281174583,2,7,0,1
17,0,0,52.22738534317288,5,9,1,1
17,1,0,53.24695050268807,5,9,1,1
17,2,0,53.44687523408655,5,9,1,1
17,3,0,52.86917166399604,5,9,1,1
17,4,0,53.08987578657917,5,9,1,1
17,5,0,52.79785173039507,5,9,1,1
17,6,0,54.18864814452958,5,9,1,1
17,7,1,57.30968826051353,5,9,1,1
17,8,1,56.79386966439711,5,9,1,1
17,9,1,59.559376194224185,5,9,1,1
18,0,0,53.26979893471741,1,7,1,0
18,1,0,51.06293576745723,1,7,1,0
18,2,0,52.98342862118225,1,7,1,0
18,3,0,50.56314527974632,1,7,1,0
18,4,0,51.38654895272278,1,7,1,0
18,5,0,52.9303742438139,1,7,1,0
18,6,0,54.3182537016547,1,7,1,0
18,7,0,52.64870966779674,1,7,1,0
18,8,0,49.35184596748739,1,7,1,0
18,9,0,54.70462050839622,1,7,1,0
19,0,0,50.35508098980232,4,7,0,0
19,1,0,50.08626712382443,4,7,0,0
19,2,0,51.06140186595202,4,7,0,0
19,3,0,52.12023213428393,4,7,0,0
19,4,0,52.12773200469856,4,7,0,0
19,5,0,50.64027583129371,4,7,0,0
19,6,1,56.80253374964316,4,7,0,0
19,7,1,54.91769086045723,4,7,0,0
19,8,1,54.19947404638669,4,7,0,0
19,9,1,58.51474958144676,4,7,0,0
20,0,0,51.33149456897677,6,12,1,0
20,1,0,51.16403722689258,6,12,1,0
20,2,0,53.29104692979191,6,12,1,0
20,3,1,57.15385154637424,6,12,1,0
20,4,1,57.143506342208376,6,12,1,0
20,5,1,55.354106224947685,6,12,1,0
20,6,1,59.7416370050354,6,12,1,0
20,7,1,55.80006033934951,6,12,1,0
20,8,1,57.6272233666118,6,12,1,0
20,9,1,59.98244590167359,6,12,1,0
21,0,0,52.22011547467123,3,7,0,1
21,1,0,51.32132206257418,3,7,0,1
21,2,0,51.88613978651245,3,7,0,1
21,3,0,50.4010742376704,3,7,0,1
21,4,0,52.980123917779736,3,7,0,1
21,5,0,50.65495974370071,3,7,0,1
21,6,0,52.57082391389376,3,7,0,1
21,7,0,50.16344264027813,3,7,0,1
21,8,1,56.19156299537274,3,7,0,1
21,9,1,60.299812897989554,3,7,0,1
22,0,0,53.34980196829002,5,9,1,1
22,1,0,52.93838149898817,5,9,1,1
22,2,0,51.61687444420982,5,9,1,1
22,3,0,52.990721204514095,5,9,1,1
22,4,0,52.01841965926009,5,9,1,1
22,5,0,52.29259075379308,5,9,1,1
22,6,0,52.33513371597008,5,9,1,1
22,7,0,51.0600846005824,5,9,1,1
22,8,1,56.373268897571045,5,9,1,1
22,9,1,60.75762383979312,5,9,1,1
