age,income_level,gender,minority_status,credit_score,tax_credit_eligibility,consumption_rate
4,5,0,0,19.57625564801999,1,19.56379598552122
13,4,0,0,19.531666985370173,1,16.864772406559798
6,3,0,1,15.641395133019902,0,3.944169017754188
6,5,1,0,21.863573218279843,1,20.390970721083427
8,4,1,0,16.73880893439509,0,4.895903045329126
14,4,0,0,19.095513634091866,1,17.3461307457534
4,7,1,1,17.4728033299243,0,6.0788601760180665
12,6,0,1,22.315247430553377,1,19.13286929049402
6,5,0,0,16.824609930697854,0,5.112504473179697
7,7,1,0,20.5190618442714,1,18.934849622819275
4,5,1,0,17.80000829778585,0,6.881687913276661
13,5,0,0,21.87747063019367,1,19.08539173340547
11,4,0,1,20.276912590204525,1,18.60817100496416
5,6,1,1,20.12236936661561,1,19.105505516322417
7,6,0,0,17.194525611294583,0,5.383645611272121
5,5,0,0,19.54034993047226,1,18.57206033923652
12,5,0,1,17.16646000382025,0,4.181004710938815
4,7,1,0,17.49226189622149,0,6.379622159951651
7,6,1,1,24.01806656335816,1,20.961618807575636
12,5,0,0,21.875120996236387,1,18.325992272667783
9,4,1,1,18.91116113282542,0,8.387061604663433
7,6,1,0,19.85466784738124,1,18.351170158773616
12,2,0,1,19.04411758828373,1,17.05773458095848
10,9,1,0,19.05545352429903,1,15.9871732108192
16,7,0,1,20.49539267333945,1,17.14296256957653
15,3,0,0,17.59773403162297,0,4.256849222052114
2,6,1,0,18.267888422089925,0,7.715014894125481
5,5,1,1,17.052971688628023,0,5.905368039702119
11,4,0,1,18.16979286680388,0,7.116257065523796
5,5,0,0,20.17231288757512,1,18.612429786928647
8,5,0,1,19.775625938370105,1,17.6277795637754
4,7,1,1,18.774842915342425,0,8.02492008260851
8,8,1,0,18.710673010769916,0,6.586927646619757
4,5,0,0,17.612325989314943,0,7.466479109812461
0,6,0,1,17.664702403771198,0,7.351112984952326
6,4,0,1,18.03320330497827,0,7.27017091543767
10,6,0,1,16.116234545781282,0,3.623147351061006
6,3,0,1,19.028078989037358,1,17.794531818835086
7,5,0,0,17.72249548661337,0,6.734649997057637
7,3,0,1,15.870588202480928,0,3.692612622417289
4,4,0,1,23.091915581086457,1,22.232683741921136
10,8,1,0,19.255371952550767,1,17.06387017911106
3,5,1,1,21.455706334189145,1,20.920537469089066
9,6,0,0,18.758127973681937,0,7.720348913734725
9,5,0,1,20.79054697204071,1,18.35323885628057
6,7,1,1,20.615544862310717,1,19.35926754570308
10,5,1,1,15.49500007068661,0,2.2192219015504326
9,5,1,0,18.88530851789754,0,8.337671025628127
7,5,0,0,19.774244523262876,1,18.42949097387778
9,5,0,0,17.962796279264868,0,6.278159870330183
9,5,1,1,20.6293738621279,1,17.932960531752638
2,5,1,1,17.1372861375447,0,7.156685863277597
9,6,1,0,19.13998865074098,1,17.212885541886443
4,6,0,0,20.77493467889637,1,19.7601790468894
6,3,1,1,18.63563340457568,0,8.820903632035323
8,6,0,0,17.82666062202331,0,6.252766447199931
5,6,1,1,18.161597069707383,0,7.354790018287876
5,6,1,1,17.849166951080527,0,7.047816226566837
7,7,0,1,20.20663942552041,1,18.028063838105652
9,6,0,1,17.475021444035605,0,4.924193964948364
7,4,1,1,19.34861798811751,1,18.50201076268204
9,6,1,1,20.41802001003072,1,17.523611081731133
8,4,1,1,20.552178006669376,1,19.018924105181643
10,4,1,0,19.040764543280854,1,16.912582069695635
15,3,1,0,21.092613213713157,1,17.71881834026745
11,6,0,1,19.97974292243912,1,17.48227476865051
9,4,1,0,15.082180976674948,0,2.517580757931264
10,5,1,0,20.59567194769024,1,19.25408541762452
9,6,1,1,17.3216252026838,0,5.768304033382296
5,6,0,1,21.64551694854336,1,20.59256071328825
7,6,1,1,19.586535915931226,1,18.39927438433946
4,6,0,0,16.456300429604966,0,4.10061002287575
4,6,0,1,15.011601022905548,0,2.4316876482622933
5,5,1,1,17.97601409191368,0,6.958067604639868
9,4,1,1,23.877762446939343,1,20.953888475425355
12,5,1,0,19.58326963535835,1,17.749928453129325
1,4,1,1,18.98766385268306,0,9.208958818458902
4,7,1,1,19.0827604019588,1,18.726192434529505
7,6,0,0,20.0460855424556,1,18.53073314499096
14,5,0,1,17.38055990021703,0,4.4434560244487145
5,5,0,0,21.0593864092276,1,19.309227929180786
3,3,0,0,21.128925140981487,1,19.88638036909907
3,4,0,1,17.546526907887024,0,7.027099982391734
11,5,0,0,17.80842754562601,0,5.108531987086561
4,5,0,0,16.87285785596623,0,5.667552811795842
5,7,0,0,18.886373288230995,0,8.346714713414464
12,7,0,1,18.548567651897034,0,6.330958934421781
11,7,0,0,19.4463773676977,1,17.500061161480335
10,4,1,0,18.05563009368524,0,6.196190070274803
8,5,1,0,20.2781150488658,1,18.81932026588488
4,6,0,0,21.81824108537902,1,21.22561155165653
5,4,0,0,19.45530863271109,1,18.399389039317214
8,6,0,1,19.472948490253184,1,17.349897292468818
10,5,0,1,21.5226599535894,1,18.506721425598577
7,5,0,0,15.675356214166609,0,3.306081098936844
7,5,1,1,19.01406560027857,1,17.40096017707178
10,4,1,1,17.863655985688645,0,5.650280952859564
10,6,1,0,18.486799747189,0,7.15462528532986
13,6,0,1,20.884181885172517,1,18.47184887064878
7,4,0,0,18.16454285541406,0,7.157873760758869
7,8,0,0,21.29434344382537,1,19.60612380160137
6,5,0,0,19.27116321709199,1,18.470656814636524
7,6,0,1,18.426435133505528,0,7.567873315291482
8,7,1,1,18.33642239416852,0,6.573235306599027
8,4,1,1,15.656679465504515,0,3.712768431139198
13,6,0,1,15.503684026898128,0,3.0974852426009694
10,8,1,1,21.3862711477542,1,18.56362145066512
9,6,1,0,21.32543267174277,1,18.7398752796813
2,6,0,0,19.35549042233899,1,18.40578451548822
6,6,0,0,18.41168547058355,0,6.832248380293082
6,5,0,1,14.602574218183708,0,2.9324075237882337
10,5,0,1,18.366892115286436,0,7.052465665700241
4,5,0,1,16.56889032316926,0,5.292857586944258
5,6,1,0,18.246611716472216,0,6.107144854749024
8,7,0,0,21.193192599979227,1,19.42422840484476
6,6,1,0,19.603982416831855,1,18.37201482911765
8,6,0,0,19.369185852266344,1,17.627813780346738
3,6,1,1,20.53261490026416,1,20.01198814720354
0,7,0,0,17.136492319674314,0,5.862256560033639
8,4,0,0,18.574289792987685,0,7.212526024141895
7,7,0,0,14.632658800153088,0,0.9995262710219872
7,5,1,0,18.513140935299717,0,7.082501151257123
8,7,1,1,21.365031795545946,1,18.792906907759047
13,6,1,0,17.92251143428797,0,5.376188867929508
11,5,0,0,19.268511762940676,1,17.299521059059717
13,4,1,1,16.103159570210074,0,2.455589638428169
7,7,0,1,17.843953849225898,0,7.065346421767837
8,6,0,1,20.4426948598549,1,18.16591276465685
6,6,0,1,19.999274263201592,1,18.29040787765678
6,4,0,0,22.17599530150124,1,21.170437932631444
5,3,1,1,18.413310869550823,0,7.87310101052304
5,8,0,0,19.30356841183218,1,17.979437978618463
4,6,1,1,17.689072035134313,0,6.9502588174849445
8,5,1,0,18.412482079885837,0,7.342699160188324
10,6,0,0,20.599921179647907,1,18.01330496502042
11,6,1,0,21.90873068431849,1,20.26341780778738
11,5,0,1,21.211681989908787,1,18.336126254284423
3,7,0,0,18.522897278933502,0,7.242435403555975
12,10,1,0,16.756736094606143,0,4.914124082297487
6,5,0,0,18.36331113992823,0,7.111497526406176
9,3,1,0,17.151373982454984,0,5.430648847434493
7,3,1,1,18.020592492229547,0,6.442016430096516
7,6,1,1,19.173848441062468,1,17.58093505887162
7,4,1,0,21.534905369154178,1,18.92178930524596
8,7,1,1,18.346747321839025,0,6.471350647574638
11,7,1,1,21.75240288799072,1,19.026982399816387
3,2,0,1,23.544225498413297,1,22.345845503655408
6,6,1,1,16.455930955752123,0,3.62464056296505
5,4,1,0,18.452810904212043,0,8.345235657415698
10,4,1,1,20.200706747280933,1,17.636892098709676
10,5,1,0,17.49452647522437,0,6.084767976885616
9,4,1,0,17.994250510866483,0,6.514605185383066
5,9,0,0,16.075543163863593,0,2.8775407106514046
7,5,1,1,18.17657783418711,0,8.014870698035592
8,8,0,1,19.4095910255334,1,17.538339106278077
6,7,1,1,21.60137011054026,1,19.18788262014246
11,5,0,1,18.42724952077885,0,6.1768940355158914
11,4,0,0,17.780605608456028,0,5.903467322848833
7,4,0,0,16.894567599508186,0,5.865815455400776
8,6,0,1,16.855513124236705,0,3.863115141755454
7,6,0,1,20.33030709101884,1,18.889258672652023
4,6,0,0,17.028485802909692,0,5.77365205313664
11,5,0,1,21.058489501948763,1,17.507325392208603
4,5,0,0,20.759345962678125,1,20.647276191848444
11,4,1,1,20.940218904867624,1,19.415128202417947
12,5,1,1,19.244089641770582,1,16.733721562611315
9,6,0,0,18.23206142503352,0,5.753749681289554
3,6,1,0,18.712877360380663,0,8.547296596453071
1,6,1,0,21.315324010364694,1,21.08195971875437
5,6,0,0,18.13173650166919,0,7.340657177615805
4,7,1,0,21.37950555473016,1,20.18625490758584
10,4,0,0,16.684953466249457,0,3.419655016241163
7,8,1,1,20.233580428426123,1,18.736516221445115
5,3,0,1,22.284767394033445,1,21.26607006270969
12,3,0,0,19.48003566541091,1,16.489504575530244
7,3,1,0,19.896039994675423,1,19.05863330912548
7,6,0,0,16.632837383684343,0,4.606236883815749
11,1,0,0,19.884353971763986,1,18.266162079836167
10,8,0,1,15.553181725270624,0,1.662511419097202
9,6,0,1,20.45640161493465,1,17.8771799355923
14,5,0,1,19.434485957123872,1,16.767291525701946
11,3,1,1,16.227640463039798,0,3.888943131504369
7,5,1,1,20.786543470643647,1,19.756019608235796
11,5,0,1,19.793954366104707,1,17.343086713892355
8,5,1,0,17.41806657064847,0,5.659850674025692
12,7,1,1,18.17458261468745,0,5.539011967102103
9,7,0,1,21.65735677385943,1,18.84624241901048
7,7,0,0,20.992429007358822,1,19.08473869549079
8,4,0,0,19.729189995148086,1,17.970977830290042
7,6,0,0,17.54740125825845,0,5.293067043140853
4,7,0,0,23.97047230913448,1,22.56783044697549
7,6,0,0,19.342079470102934,1,17.465469853122332
5,3,1,1,20.71754439644444,1,18.92348695150994
3,5,1,0,20.417528790753423,1,18.742837240185647
13,5,1,1,16.703257347196217,0,3.0181031048191582
6,6,1,1,19.347347533680846,1,18.31992658278025
11,4,0,1,15.960596646841502,0,2.60688745386964
9,6,1,0,16.381204714462346,0,3.8893260644653695
7,4,1,0,19.45333687975413,1,19.286993778844483
6,5,0,1,17.949122490767515,0,6.00220966307328
7,6,0,1,20.423901350439504,1,18.154038446884726
6,4,0,0,18.25772043218947,0,6.95343399706386
7,6,1,0,15.496553590952889,0,2.45559138758561
4,7,1,0,17.641989753254762,0,6.761840050339625
10,4,1,0,21.30163657674556,1,18.450322444666924
12,4,0,0,19.819706869676647,1,17.76929645949923
5,7,1,1,21.616332759808987,1,20.381713705695763
7,4,0,1,20.6328618071468,1,18.830632932752707
13,4,1,0,16.419841746012615,0,3.784702429538052
7,7,0,1,16.667709125744068,0,4.741182653653536
3,4,1,1,19.83145071020944,1,18.717048813065635
10,5,0,1,19.1950420290554,1,16.851007238472143
8,6,1,0,22.55941035527584,1,20.665214074555305
6,4,1,1,20.06949387518551,1,18.28629387115665
9,6,1,0,21.069812725228,1,19.052366437496637
5,5,0,1,23.53148449829633,1,22.807653007780534
6,6,0,1,23.229157478859456,1,21.521451606362916
6,7,0,0,21.347029804606663,1,18.95585830378583
4,7,0,1,16.8744671074179,0,4.968668141518881
5,7,1,1,16.893046848291544,0,4.9652765424680085
6,7,1,1,18.2679641943486,0,7.224992079945869
8,7,1,0,21.27256927875897,1,19.39786584861836
7,5,0,1,20.385718392944792,1,18.21955623944213
2,6,1,0,18.43479387090554,0,8.171043017755775
8,4,0,0,16.586526839586604,0,4.781486701295646
5,5,1,1,14.810892842317374,0,3.6883859639156817
8,7,0,0,20.78202379268962,1,18.40966623914504
3,6,1,1,19.96623999761794,1,18.858414269404545
4,7,0,1,16.68850554549222,0,4.868286065281609
19,4,1,0,19.553900154751545,1,15.957748693736209
7,3,0,1,17.93661077320513,0,6.973845254728376
10,6,0,0,15.975101666484662,0,2.674488332101266
5,3,0,1,23.023319275910072,1,21.01673375675915
9,6,0,1,23.38276329195641,1,21.22555205419153
6,7,0,1,18.96683238850339,0,8.232727048659834
8,4,0,1,18.06807834798118,0,6.46770195020674
5,6,1,0,20.17109578308274,1,18.91964084174761
10,6,0,0,20.41455964852487,1,18.2109002351096
4,6,1,1,22.19715806172144,1,20.899705741364883
9,7,0,1,19.34290324603513,1,17.76992025592333
5,5,0,0,15.220924339212209,0,2.1482531906269444
5,3,0,1,19.00853933822488,1,18.20826719903437
12,5,0,0,24.312419423587848,1,21.24613783162269
9,6,1,1,18.64480307818105,0,6.96853326872788
