unit_id,post_policy_period,new_policy,insurance_coverage,income_level,age,gender,previous_insurance
0,0,0,48.56715418546451,1,6,1,0
1,0,0,47.830828014450034,3,8,1,1
2,0,0,48.744650498657705,1,7,0,0
3,0,0,47.16746286793855,3,8,0,0
4,0,1,46.82719181588347,3,6,0,0
5,0,0,49.02784172814879,4,9,0,0
6,0,0,49.142947634535176,3,10,0,0
7,0,0,48.77748966432042,4,5,0,0
8,0,1,47.36328182622103,3,5,0,0
9,0,1,47.723002925192354,3,5,1,0
10,0,0,48.62381158925688,1,6,1,1
11,0,0,47.69843404255067,0,8,0,1
12,0,1,46.87681458790951,3,6,0,1
13,0,0,47.634697354579664,1,2,0,1
14,0,1,46.81864281501301,3,7,0,0
15,0,0,46.299216275847535,3,7,1,0
16,0,1,45.608937882674205,4,8,1,0
17,0,0,49.22452279038294,2,7,0,0
18,0,1,46.124874927179896,4,7,1,0
19,0,1,46.29766992802854,3,6,0,0
20,0,0,49.36543286124057,3,7,1,0
21,0,0,49.05655175666346,3,9,0,1
22,0,0,48.0026185765586,2,6,0,1
23,0,0,49.00979548274936,1,3,0,1
24,0,0,48.34670926771646,3,8,1,0
25,0,1,48.70029472266421,2,5,1,0
26,0,1,47.38412352463461,1,8,0,0
27,0,1,46.836611644280765,2,5,1,0
28,0,1,48.098454641842366,3,6,0,1
29,0,0,47.26096264475648,2,9,0,0
30,0,1,46.14998086123321,3,5,1,0
31,0,1,47.32729354790806,1,8,0,0
32,0,0,45.8636280441762,2,5,0,0
33,0,0,47.7347412795723,3,5,0,0
34,0,1,45.99619309749896,3,6,1,0
35,0,0,47.66124273929016,3,5,0,0
36,0,0,47.616940336424754,1,6,0,0
37,0,1,47.0550978910223,1,7,0,0
38,0,0,48.31325556617055,1,4,0,0
39,0,0,49.300564575854914,4,5,1,0
40,0,1,48.12989488120643,3,9,0,0
41,0,1,49.200628422907855,2,7,1,1
42,0,0,48.08430423424648,1,7,0,0
43,0,0,47.6414338289914,1,7,0,0
44,0,1,46.87354458518851,1,6,0,0
45,0,0,47.60278486337907,4,6,0,0
46,0,1,47.37879456176835,3,8,1,1
47,0,1,48.14465729191394,3,6,0,0
48,0,0,49.01733333893208,1,8,0,1
49,0,0,47.56286615046275,3,7,1,0
50,0,0,46.75244751320729,1,5,1,0
51,0,0,46.57853696261971,3,5,0,0
52,0,0,48.22040325928026,4,8,0,0
53,0,1,47.64944037145989,2,9,0,0
54,0,0,47.27197229810446,3,8,1,0
55,0,0,49.45792095397053,2,9,1,1
56,0,0,49.98931326623179,2,5,1,0
57,0,1,47.09694342593391,2,8,0,0
58,0,0,47.77881409942079,4,7,1,1
59,0,0,48.04654742331684,3,7,0,0
60,0,1,46.722867396999305,4,7,0,1
61,0,0,47.372780434165946,3,6,1,0
62,0,0,47.79414950603032,1,8,0,0
63,0,0,49.64854599002476,3,5,0,0
64,0,0,47.45321706765275,3,0,1,0
65,0,0,48.18386400884706,2,6,1,0
66,0,0,46.7063387207981,1,6,0,0
67,0,0,48.52889098306279,1,9,0,1
68,0,0,47.71905791408805,3,6,1,0
69,0,0,48.88112541014285,1,9,0,0
70,0,0,48.47181447097326,4,9,0,0
71,0,0,49.1718242591094,2,7,0,0
72,0,1,46.177096541402825,1,9,1,0
73,0,1,48.45574160587425,3,8,0,1
74,0,1,47.20987245710258,3,6,0,0
75,0,1,46.88904929042167,2,5,1,0
76,0,0,48.89387155680044,2,9,1,0
77,0,1,46.39301798130292,2,6,0,0
78,0,0,47.30211932798197,2,3,0,0
79,0,1,48.37050152766323,2,6,1,1
80,0,1,47.81069806301612,4,8,0,0
81,0,0,48.63146066145767,3,5,0,0
82,0,1,47.86016664287803,3,6,0,0
83,0,1,47.011546322066586,4,7,0,0
84,0,0,47.489833695096365,2,7,0,1
85,0,1,46.7440308510259,3,10,1,0
86,0,0,48.67922864032674,2,8,1,0
87,0,1,47.65343960431431,3,7,0,0
88,0,0,49.12752131912248,4,5,0,1
89,0,1,47.61652550844351,3,8,0,0
90,0,0,47.4318610301975,2,3,1,1
91,0,0,48.2263103396097,4,5,0,0
92,0,1,48.427793393873614,2,8,0,0
93,0,0,47.962329153307984,2,7,1,1
94,0,0,48.03847570895711,2,6,0,0
95,0,1,47.707311227538455,2,6,0,0
96,0,0,47.12048537307817,3,6,1,1
97,0,1,45.65218277219902,2,8,1,0
98,0,0,48.31064829689257,2,6,1,0
99,0,0,48.03633999054838,2,6,0,0
100,0,1,48.11119620675566,1,6,1,0
101,0,0,50.32425609633199,4,6,0,1
102,0,0,47.25963418375473,3,7,1,0
103,0,0,47.32109737140425,2,10,1,0
104,0,0,49.30154321212519,1,8,0,0
105,0,1,48.02640645840112,4,8,1,1
106,0,1,46.99885234045648,4,6,0,1
107,0,0,48.17390251214688,4,7,1,0
108,0,1,46.95137846439637,0,7,1,0
109,0,1,48.02090741842835,2,4,1,1
110,0,0,48.80473583350851,3,7,0,1
111,0,1,47.41157613192188,4,5,0,0
112,0,0,46.454024531724166,6,4,1,1
113,0,1,47.12827169560025,1,5,0,0
114,0,1,47.83592343975286,2,8,0,0
115,0,1,48.64499541416556,3,6,1,1
116,0,1,47.31318617874721,1,8,0,1
117,0,1,46.82988026303787,4,10,0,1
118,0,1,49.09855985884792,2,8,0,1
119,0,1,48.12602037630292,4,7,0,1
120,0,1,48.03259070058903,3,7,0,1
121,0,1,46.72231775040814,2,7,0,0
122,0,1,48.00062669410537,1,12,0,1
123,0,0,46.96420928371075,3,9,0,1
124,0,1,47.658454363961454,2,5,1,1
125,0,0,48.27134953315259,2,8,1,0
126,0,0,48.295709364409625,1,8,0,0
127,0,1,46.344797765830656,2,6,0,0
128,0,0,48.60559227504626,2,7,0,0
129,0,0,46.95953840739715,2,6,0,0
130,0,0,46.80999811598439,2,7,0,0
131,0,0,47.19678192658827,1,6,0,0
132,0,1,48.087300141817046,4,6,0,0
133,0,1,48.84993665110597,0,9,0,1
134,0,0,47.99171157151259,3,4,0,0
135,0,0,47.25553806074567,2,5,0,1
136,0,0,49.76062120278998,2,4,0,1
137,0,0,49.52113564671546,3,6,0,0
138,0,0,46.391577739773496,3,5,0,1
139,0,0,48.97495256947077,2,7,0,0
140,0,0,48.34804797364463,4,8,0,1
141,0,0,47.195972640331405,3,7,1,1
142,0,0,48.52075405419178,4,6,0,1
143,0,0,46.73267176392043,3,9,0,1
144,0,1,49.52838524995914,3,6,1,0
145,0,0,47.49474010925287,3,8,1,0
146,0,0,47.45543386433146,3,8,0,0
147,0,1,47.14564155740505,2,8,1,0
148,0,1,47.58367114985288,0,7,1,0
149,0,1,46.19989075960824,2,7,0,1
150,0,1,46.74462104671954,3,8,1,1
151,0,1,46.93310315826993,2,8,1,1
152,0,1,47.30257117928709,2,8,0,1
153,0,0,48.72175567800729,3,5,1,1
154,0,0,49.15027669177231,2,5,0,0
155,0,1,46.19123834622926,2,3,0,0
156,0,0,47.92884872031423,2,7,1,0
157,0,0,48.41034412896696,2,7,0,0
158,0,1,47.776104359627226,3,7,1,0
159,0,0,46.71446706075454,2,7,0,0
160,0,1,48.27136443954408,3,5,1,0
161,0,0,48.790352964758405,2,7,0,0
162,0,1,47.346124157224565,3,10,0,0
163,0,0,49.78801973014142,1,10,0,0
164,0,0,49.036663238917725,3,8,1,0
165,0,0,48.59754784899872,2,5,0,0
166,0,0,47.81900965994186,4,5,0,0
167,0,1,47.92879324696539,1,4,0,0
168,0,1,46.09064280217707,4,8,1,0
169,0,1,48.25049971291681,2,11,0,1
170,0,1,47.26813874950726,2,7,0,1
171,0,0,48.40398362512688,3,8,1,0
172,0,1,49.38645795007038,2,5,0,0
173,0,1,45.96057767636607,3,8,0,0
174,0,0,49.44642273056073,2,8,0,0
175,0,1,47.14511949608487,2,6,0,0
176,0,1,45.95670182204651,1,6,0,1
177,0,1,46.99152188396953,2,3,0,0
178,0,0,48.91114796881698,2,8,0,0
179,0,0,48.18423890092056,3,9,0,0
180,0,1,46.4305728981005,3,6,0,0
181,0,0,48.20956759901185,1,7,0,0
182,0,0,48.87213398078581,2,8,1,0
183,0,0,49.10450735403352,3,4,0,0
184,0,1,46.73094577959873,3,5,0,1
185,0,1,47.43273230560291,2,9,0,0
186,0,0,47.36413408008503,3,5,0,0
187,0,1,48.35954806935468,3,10,1,0
188,0,0,47.752891628848175,1,8,0,0
189,0,1,47.34907669697956,3,7,0,1
190,0,0,48.08648631977112,3,5,0,1
191,0,1,47.8946810394654,2,6,0,0
192,0,0,46.51839702810232,4,8,1,0
193,0,0,48.70016358321355,1,5,1,0
194,0,0,46.98509871792646,2,6,0,0
195,0,1,48.22165195349703,2,8,1,0
196,0,0,46.47781309992794,0,8,0,0
197,0,1,46.60932142985823,1,6,0,0
198,0,0,46.57629385542951,2,6,1,0
199,0,0,49.01654009738684,3,8,1,0
200,0,1,47.69473532683983,5,5,0,0
201,0,0,47.55496939343634,3,7,0,0
202,0,0,48.1229729206681,4,7,1,1
203,0,0,52.12910503445937,4,6,0,1
204,0,1,48.06002168986222,3,9,1,1
205,0,0,46.73732220232078,3,6,0,0
206,0,0,48.35688932697986,3,8,1,0
207,0,0,48.343031043331045,0,5,0,0
208,0,0,47.22174792072394,3,5,1,0
209,0,0,47.38333055049305,2,8,0,0
210,0,1,48.48186720072968,2,8,1,0
211,0,0,46.21437610374444,4,7,0,0
212,0,0,48.28818234155392,2,6,0,1
213,0,0,47.27194475459572,2,5,0,0
214,0,1,46.7417993846432,4,6,0,1
215,0,0,47.03375764924359,2,5,0,0
216,0,1,44.90491686993825,1,6,1,0
217,0,0,49.26400099360148,3,7,0,0
218,0,1,46.59153494841995,3,7,0,0
219,0,0,47.63408922831693,1,4,0,0
220,0,0,49.24646526689576,2,6,0,1
221,0,0,47.7356081313626,2,5,1,0
222,0,0,48.6163821001733,2,8,0,0
223,0,1,48.06185351902253,1,4,0,0
