age,income_level,gender,minority_status,job_experience_years,job_training_participation,job_satisfaction
3,7,0,1,11.85074737893755,1,18.84619661571658
3,7,0,1,8.78985604044416,0,8.141428607551392
1,5,1,1,11.703688454338051,1,18.582315710104226
9,5,1,1,8.003771081665981,0,7.076041377021306
11,7,0,1,11.087801828401666,1,18.120796132572835
13,5,1,1,11.032551486596976,1,17.994830471918082
8,6,1,1,5.886179392392379,0,3.2103186554094423
3,7,1,1,10.885346991200452,1,18.01793095203545
10,6,0,1,11.321847909841626,1,19.46947821475524
4,6,1,0,9.623118346851683,0,9.493671265852784
9,4,1,0,10.77765355717032,1,18.190007032059
4,5,1,1,10.702906686426132,1,16.32878031983981
5,6,0,1,9.77815708342352,0,9.2787300304145
14,4,0,0,9.760514026899395,0,11.108872522693638
12,6,1,0,11.134923488441816,1,18.13400482337602
10,4,1,0,9.451227353828417,0,10.03124410809313
9,5,0,0,11.330648233091782,1,18.911861043479806
7,4,1,0,7.433553474416367,0,6.477496209665705
4,5,1,1,8.982918645718183,0,7.913185998648563
11,5,1,1,10.81956256863199,1,17.369178101725808
10,6,0,1,10.283565922370132,1,16.997888695257686
10,5,1,0,12.6550531852575,1,18.034579675883947
8,4,0,1,2.6196971110431955,0,-0.3603418626795661
8,7,1,1,13.388066379908478,1,20.41521190839037
4,5,1,0,9.760799018203588,0,9.87784748209333
9,3,1,0,10.103194242544326,1,17.092094558790134
5,6,1,0,7.327574257383469,0,5.598796046500175
5,4,1,1,12.011931910879424,1,18.1701117347764
8,4,1,1,10.322933534241953,1,16.986283186609377
9,3,1,0,8.516736757101814,0,8.050168197659222
9,7,1,1,5.659301163620502,0,3.1891611388821057
8,6,0,1,10.73990083427959,1,17.591802386381772
5,6,1,0,12.142752572906325,1,19.1482706406126
4,7,1,0,7.455461717861844,0,5.8708395961344815
15,7,1,1,9.919445539931012,0,10.06939071170974
6,4,1,1,10.182186381560385,1,17.1724004682175
9,5,0,1,13.675639078102012,1,20.32038067036547
7,6,1,1,10.114506734536535,1,17.009741111861878
4,5,0,0,8.595113637378464,0,8.554146539207204
11,6,1,0,7.891963349186184,0,8.109696423323351
6,3,0,1,10.70130541382736,1,17.68487280592497
10,6,1,1,10.27387349907154,1,17.71195866237672
7,5,1,0,11.9539736681482,1,18.51689397454422
10,6,1,1,12.082408523501316,1,19.26533460215073
6,3,1,1,10.377231914242405,1,18.12143913545281
12,7,1,0,9.550520792910875,0,10.22497690584582
6,5,0,1,9.76926092412288,0,10.282871747265586
12,4,1,1,9.418527811336007,0,9.505894257263062
9,6,1,1,7.67778459916379,0,6.815201825313307
4,5,1,1,3.9702987683982354,0,1.1412940288796587
8,5,0,1,11.772961011919715,1,18.00429243954787
10,9,1,0,11.845767707572628,1,18.99640709114939
7,5,1,1,10.07569581657204,1,16.742992492996184
13,9,1,0,11.40482499583618,1,19.531558049766023
10,6,1,1,8.218426021468744,0,7.881071252525129
10,8,0,1,5.766350629821593,0,4.114748863999671
7,4,1,0,11.810138649339033,1,18.07802849214369
4,2,0,1,9.419495391121696,0,8.390190554364727
8,4,0,1,9.539669897774129,0,9.9443150820882
13,6,1,1,8.809916519094303,0,8.500449380586495
8,6,1,0,8.509611685529284,0,8.099376051597872
6,6,1,0,7.969297512461794,0,7.200423326539531
6,5,1,1,11.044519206909778,1,18.33352484906751
5,7,1,1,7.746195243925277,0,6.233506360041104
5,7,1,1,10.05977594293777,1,17.426882686587238
1,5,1,0,11.361529268303023,1,19.245741506003515
9,7,1,0,10.6033290691424,1,17.57191348907913
4,6,0,0,14.027035853721868,1,20.58924430619533
6,8,0,0,9.53828279193256,0,8.270222501492997
4,8,0,1,11.873178952290932,1,19.09435614383201
7,5,1,0,9.392375699025358,0,8.990937942108937
4,6,1,1,9.219734514507625,0,8.814641119297361
6,6,1,1,7.322710248965487,0,6.787432431608141
6,6,1,0,9.660865035247278,0,9.28341114467574
9,5,0,1,12.69143312639878,1,20.009052759016903
11,7,0,0,12.28416858589727,1,19.134224595401744
10,8,0,0,10.439489242008085,1,17.399824497627346
3,3,0,1,13.197381055094532,1,20.655067069631585
8,8,0,0,11.053292683825555,1,19.503216677060266
6,7,1,1,9.266151835595185,0,8.919367008355254
8,3,1,1,6.727519699616734,0,5.600996270268019
1,5,1,1,12.849424491922791,1,17.85318601895481
6,7,1,1,7.575087290482331,0,6.826049123004422
9,6,1,0,8.439870238648107,0,7.565504664449471
13,8,1,0,12.063582729438124,1,18.47826504670053
10,4,0,0,13.649011222662905,1,20.41795087857848
9,5,0,1,6.855646198824552,0,5.887585828458852
8,6,0,1,5.5144326119271705,0,2.45171438328156
10,3,1,1,12.281950156208442,1,18.338564794712788
10,5,0,0,9.287651549193104,0,9.335406040840592
3,5,0,0,10.687638518225231,1,17.590559841587954
11,7,0,0,13.0978925358316,1,20.17787576572076
9,5,1,0,7.964087684230765,0,7.42657205551285
8,5,1,0,12.048634302666857,1,19.25570945004163
8,8,0,1,9.991883152856742,0,9.747444746922788
7,5,1,1,10.428061895540296,1,16.83910113385263
7,3,0,1,9.940030283164932,0,10.480809422665873
8,7,1,1,10.391216446915053,1,17.79546828066686
11,5,0,1,8.300960600734674,0,8.148669302754069
6,7,0,1,8.668235786691321,0,7.998299797780032
10,6,0,0,8.992556490018789,0,8.552049009547401
7,5,0,0,10.63913966946378,1,16.713507606582954
11,6,1,1,10.411209847427962,1,17.24641596831016
11,6,1,0,7.795625682098157,0,6.154127975855226
4,5,0,1,9.814535990011295,0,10.122447972450248
6,5,0,1,9.12798397105179,0,8.732808844774755
4,2,0,1,7.741453593913127,0,6.864305016965732
5,6,0,0,11.258043579614547,1,17.83363970574372
7,7,1,0,10.816122039004664,1,17.811896724081194
13,4,1,1,13.839142200454974,1,19.216315074640864
7,6,1,1,8.45363169920322,0,8.105672183176676
12,6,1,0,9.667185366416732,0,10.2898576127681
15,5,0,1,12.613896755748003,1,20.20821367435198
8,8,0,1,8.6758179372885,0,8.821639639754178
11,6,1,1,10.878353904700653,1,17.716003462158106
10,7,1,1,7.5234747476766,0,6.744159873248015
12,6,0,1,9.827881118848865,0,10.38094981314504
7,7,1,1,8.095929943756662,0,6.397712018527002
5,5,1,1,13.803757917955998,1,19.754766717336043
2,3,1,0,9.025772145221032,0,9.25055137261015
8,6,1,1,10.500660563395511,1,17.04344487928131
10,5,1,0,12.71580955356294,1,19.587169957761343
10,2,1,1,13.02480784127806,1,18.768098039545457
14,4,1,0,13.24297468185036,1,19.810078812915915
6,2,1,1,12.984318071192988,1,19.5790807729132
10,4,0,0,8.742161143713314,0,8.697067612155376
6,6,0,0,11.557880489275917,1,18.126639359608184
12,5,1,0,12.62661085034978,1,19.0163669268377
5,8,0,1,11.121501555624064,1,18.22424509499677
7,5,1,1,8.977821500723369,0,8.36583770692951
11,4,0,0,11.212483331339827,1,18.292110286601638
7,7,0,0,10.97299049609868,1,17.652871928980552
3,6,0,1,9.311030932844606,0,9.481440332117664
17,5,0,0,10.77041744247704,1,18.11179314436293
4,7,0,0,7.249650410288982,0,6.264332969318416
12,4,1,0,14.38480734855462,1,20.190894337730576
4,5,1,1,5.94424226864467,0,4.319506502737967
11,6,1,1,11.350653312097002,1,18.882233934466747
10,0,1,0,10.404168831525975,1,17.922260212394164
9,8,1,0,14.208932670103287,1,20.16964661309517
9,6,1,1,10.773685767893724,1,17.671637104316783
2,3,1,1,10.95912929334772,1,17.148194514228237
10,4,0,1,6.502924953653117,0,5.441899727401941
4,5,1,0,11.105763856031182,1,17.954662175066233
6,4,1,1,8.807456148091608,0,8.020461856877915
4,6,0,1,12.557964723914951,1,19.4024285053936
9,4,1,0,7.980068862323849,0,6.111972000556461
10,5,0,0,13.470813378975963,1,20.267196500342862
10,7,1,1,8.872041277831402,0,8.65285345891624
7,5,0,0,8.814839954742268,0,8.923560911403
6,6,1,0,6.831117978135927,0,4.0821257868579455
13,6,1,1,12.77637678146992,1,20.073825769406525
7,7,1,0,12.31221726553898,1,18.08850024188405
5,8,1,0,9.003864517273124,0,8.652985351811148
2,7,1,1,8.53676924980557,0,7.126869532551405
11,8,1,1,5.370859685364838,0,3.055929636956076
7,6,1,0,9.22896984823797,0,8.573967117634222
3,8,0,1,11.3880114213005,1,18.94818999344895
9,8,0,0,12.86327358592362,1,19.400597401446035
7,6,1,1,13.36887318919938,1,19.17965148955189
10,8,0,1,13.351664651521492,1,20.5231514091605
6,7,0,1,14.017848623769142,1,20.771272525563543
8,2,1,1,8.424607114187328,0,8.293122404020103
12,5,1,0,8.377943617871725,0,8.628363583848328
13,7,1,0,8.45716575104456,0,7.783170056857733
7,7,1,1,8.866777431157733,0,8.284887039495867
8,8,1,0,10.78252560476722,1,18.133789364827123
5,1,1,1,12.646995871812184,1,19.566895284079266
6,6,1,1,13.418526087148988,1,19.51404198655172
5,4,1,0,4.898815846607046,0,3.2145485185073683
12,5,1,1,12.195781492124617,1,18.53598366479543
9,4,0,1,10.122267237045836,1,17.651166934106467
4,4,1,1,12.236541739098254,1,18.265463065570472
9,3,1,1,10.135045879668477,1,17.595974873878042
9,4,0,0,12.162547842847273,1,18.95704125034569
7,4,1,1,6.954681514671112,0,5.909819557452086
6,7,1,0,7.501306607110838,0,5.55420436992991
