worker_id,survey_year,job_training_program,hourly_wage,education_years,work_experience_years,union_membership,gender
1,0,0,50.76632722391391,3,8,0,1
1,1,0,49.45559128599926,3,8,0,1
1,2,0,51.70835420179415,3,8,0,1
1,3,0,52.593472497793215,3,8,0,1
1,4,0,49.28776826853255,3,8,0,1
1,5,0,51.60248135122162,3,8,0,1
1,6,0,51.68566791659078,3,8,0,1
1,7,0,50.4920097473801,3,8,0,1
1,8,0,47.46561750487694,3,8,0,1
1,9,1,55.06442171321209,3,8,0,1
2,0,0,53.59491604060078,1,11,1,0
2,1,0,52.476480276729255,1,11,1,0
2,2,0,53.663194771737935,1,11,1,0
2,3,0,53.97587778085962,1,11,1,0
2,4,0,51.93001379800306,1,11,1,0
2,5,1,61.44128578991675,1,11,1,0
2,6,1,57.42023082036598,1,11,1,0
2,7,1,58.33561446574474,1,11,1,0
2,8,1,55.34910445733448,1,11,1,0
2,9,1,55.66652488526929,1,11,1,0
3,0,0,51.48541629939443,4,7,1,0
3,1,1,58.54138720100614,4,7,1,0
3,2,1,58.46840061580573,4,7,1,0
3,3,1,59.38133978516829,4,7,1,0
3,4,1,55.88295914251764,4,7,1,0
3,5,1,58.19071548025261,4,7,1,0
3,6,1,58.967568771768,4,7,1,0
3,7,1,57.83275557182902,4,7,1,0
3,8,1,54.283699619793936,4,7,1,0
3,9,1,56.66836470075884,4,7,1,0
4,0,0,50.668796817132495,5,4,0,0
4,1,0,48.57429702310667,5,4,0,0
4,2,0,47.84953727041565,5,4,0,0
4,3,0,47.52487187297508,5,4,0,0
4,4,0,47.89732678003604,5,4,0,0
4,5,0,49.00459936055712,5,4,0,0
4,6,0,49.616033786286174,5,4,0,0
4,7,0,46.95878734124056,5,4,0,0
4,8,0,46.64879612734976,5,4,0,0
4,9,0,46.6607047558995,5,4,0,0
5,0,0,52.98374332772065,1,6,1,1
5,1,0,52.2803444876229,1,6,1,1
5,2,0,53.93971622849559,1,6,1,1
5,3,1,58.31726171607583,1,6,1,1
5,4,1,59.96033187755712,1,6,1,1
5,5,1,58.88528144012753,1,6,1,1
5,6,1,59.57646419946325,1,6,1,1
5,7,1,57.75780082400288,1,6,1,1
5,8,1,55.53044944765724,1,6,1,1
5,9,1,58.08543834912717,1,6,1,1
6,0,0,50.72226613422127,4,8,1,1
6,1,0,50.19579850590189,4,8,1,1
6,2,0,53.61466970498961,4,8,1,1
6,3,0,49.97777576678431,4,8,1,1
6,4,0,49.79800427578219,4,8,1,1
6,5,0,51.6024408094062,4,8,1,1
6,6,0,50.028769169153776,4,8,1,1
6,7,0,50.66492335135935,4,8,1,1
6,8,0,47.280793960910366,4,8,1,1
6,9,0,48.494150394717984,4,8,1,1
7,0,0,53.34952019864792,1,6,1,1
7,1,0,50.61536094925128,1,6,1,1
7,2,0,53.5004393196143,1,6,1,1
7,3,0,53.89877497090058,1,6,1,1
7,4,0,50.25258248606527,1,6,1,1
7,5,0,53.147886684803616,1,6,1,1
7,6,0,53.28493513021886,1,6,1,1
7,7,0,51.9814420710735,1,6,1,1
7,8,1,56.662838608834726,1,6,1,1
7,9,1,56.35431739339682,1,6,1,1
8,0,0,51.81344530633293,2,8,1,1
8,1,1,56.78617252329709,2,8,1,1
8,2,1,57.8735336720283,2,8,1,1
8,3,1,57.66254405732976,2,8,1,1
8,4,1,56.37999202760178,2,8,1,1
8,5,1,58.80186241035859,2,8,1,1
8,6,1,56.02748079715701,2,8,1,1
8,7,1,56.16172940403642,2,8,1,1
8,8,1,54.75657028069424,2,8,1,1
8,9,1,56.43720109339161,2,8,1,1
9,0,0,56.240164480281926,3,12,0,0
9,1,0,53.46563662845311,3,12,0,0
9,2,0,54.00412531972584,3,12,0,0
9,3,0,55.02781367467947,3,12,0,0
9,4,0,53.016171200862296,3,12,0,0
9,5,0,52.74942432713728,3,12,0,0
9,6,0,54.7341236736555,3,12,0,0
9,7,0,55.04237215441909,3,12,0,0
9,8,1,57.47193813371413,3,12,0,0
9,9,1,57.18816828355954,3,12,0,0
10,0,0,53.72818938408669,4,9,0,1
10,1,0,51.64130957874242,4,9,0,1
10,2,0,53.49646500000784,4,9,0,1
10,3,0,53.47424622689994,4,9,0,1
10,4,0,49.96243613401436,4,9,0,1
10,5,0,54.65269046077539,4,9,0,1
10,6,0,52.3035676679859,4,9,0,1
10,7,1,57.92562040890223,4,9,0,1
10,8,1,57.67245166014932,4,9,0,1
10,9,1,57.61323840973609,4,9,0,1
11,0,0,52.71099383234375,2,3,1,1
11,1,0,51.9604799274094,2,3,1,1
11,2,0,53.63515004417245,2,3,1,1
11,3,0,54.96270187752467,2,3,1,1
11,4,0,50.01638038800302,2,3,1,1
11,5,0,52.09142049055591,2,3,1,1
11,6,0,50.78669815817818,2,3,1,1
11,7,0,50.16863840808829,2,3,1,1
11,8,0,49.5792833693885,2,3,1,1
11,9,0,50.071709441114585,2,3,1,1
12,0,0,49.91051401703849,4,4,1,0
12,1,0,49.95470939636134,4,4,1,0
12,2,0,52.13904452137052,4,4,1,0
12,3,0,54.278126550701366,4,4,1,0
12,4,0,50.70775129424186,4,4,1,0
12,5,0,52.71867769972601,4,4,1,0
12,6,1,57.23982694493338,4,4,1,0
12,7,1,54.99103955820101,4,4,1,0
12,8,1,53.47346232982362,4,4,1,0
12,9,1,53.74331488264073,4,4,1,0
13,0,0,51.22053678430013,5,10,0,1
13,1,0,51.01242882867344,5,10,0,1
13,2,1,58.47917814502716,5,10,0,1
13,3,1,57.77303744177295,5,10,0,1
13,4,1,54.78615855249394,5,10,0,1
13,5,1,56.7110712763518,5,10,0,1
13,6,1,56.03434843113564,5,10,0,1
13,7,1,55.30266347430556,5,10,0,1
13,8,1,54.06879998374602,5,10,0,1
13,9,1,53.44414209214333,5,10,0,1
14,0,0,52.593559556348175,4,8,1,1
14,1,1,56.36343457622978,4,8,1,1
14,2,1,58.03093080988842,4,8,1,1
14,3,1,58.6070170159604,4,8,1,1
14,4,1,56.21669018621847,4,8,1,1
14,5,1,57.15499535771603,4,8,1,1
14,6,1,57.44514015246114,4,8,1,1
14,7,1,53.51687712544323,4,8,1,1
14,8,1,54.48744246433742,4,8,1,1
14,9,1,54.14999794092429,4,8,1,1
15,0,0,50.91940365611777,5,11,0,0
15,1,0,49.67506875286987,5,11,0,0
15,2,0,52.43934229822919,5,11,0,0
15,3,0,52.312859069223954,5,11,0,0
15,4,0,47.58604902299683,5,11,0,0
15,5,0,51.91088355438205,5,11,0,0
15,6,0,51.9329798917969,5,11,0,0
15,7,0,50.22950434387695,5,11,0,0
15,8,0,48.12971225731698,5,11,0,0
15,9,0,49.36867501261712,5,11,0,0
16,0,0,51.399958968052175,4,5,1,1
16,1,0,50.533364523128064,4,5,1,1
16,2,0,51.46475628351224,4,5,1,1
16,3,0,53.88224893447074,4,5,1,1
16,4,0,50.405205147963805,4,5,1,1
16,5,0,54.688648626225536,4,5,1,1
16,6,0,51.87720183246496,4,5,1,1
16,7,0,51.78240354510072,4,5,1,1
16,8,0,50.31536370869985,4,5,1,1
16,9,0,49.87345335985291,4,5,1,1
17,0,0,53.84633883407546,5,10,0,1
17,1,0,50.02030678015376,5,10,0,1
17,2,0,54.82378153946354,5,10,0,1
17,3,0,53.92261556578827,5,10,0,1
17,4,0,51.36840743436374,5,10,0,1
17,5,0,53.63737723975356,5,10,0,1
17,6,0,54.46529583207641,5,10,0,1
17,7,1,58.19838743193902,5,10,0,1
17,8,1,59.3439331902446,5,10,0,1
17,9,1,56.52869281097151,5,10,0,1
18,0,0,52.27088582826834,1,5,1,1
18,1,0,48.60236566268841,1,5,1,1
18,2,0,51.23065135006589,1,5,1,1
18,3,0,52.93831032157498,1,5,1,1
18,4,0,49.3875111230285,1,5,1,1
18,5,1,58.46148159200379,1,5,1,1
18,6,1,57.7227585820732,1,5,1,1
18,7,1,57.68320346528041,1,5,1,1
18,8,1,55.30686890039965,1,5,1,1
18,9,1,54.71762615044455,1,5,1,1
19,0,0,51.64731274384728,4,9,1,1
19,1,0,51.30396020079733,4,9,1,1
19,2,1,60.55360645490407,4,9,1,1
19,3,1,59.42471630828936,4,9,1,1
19,4,1,58.23677398106753,4,9,1,1
19,5,1,56.001940497132495,4,9,1,1
19,6,1,58.51303532563782,4,9,1,1
19,7,1,57.96218931838906,4,9,1,1
19,8,1,54.30386706710652,4,9,1,1
19,9,1,58.10162536824893,4,9,1,1
20,0,0,50.93530530114004,3,11,0,1
20,1,0,50.0436614486843,3,11,0,1
20,2,0,51.46944212512242,3,11,0,1
20,3,0,50.50780929989912,3,11,0,1
20,4,0,47.668540906987936,3,11,0,1
20,5,0,51.17778946325648,3,11,0,1
20,6,0,49.77180494790103,3,11,0,1
20,7,0,49.5502485312028,3,11,0,1
20,8,0,47.51737031928171,3,11,0,1
20,9,0,47.06662983640155,3,11,0,1
21,0,0,52.27683605551768,3,8,1,1
21,1,0,52.31919193217922,3,8,1,1
21,2,0,52.04051125845678,3,8,1,1
21,3,0,54.06356195301356,3,8,1,1
21,4,0,50.176013558010126,3,8,1,1
21,5,0,53.3992008648732,3,8,1,1
21,6,0,53.04354481474188,3,8,1,1
21,7,0,51.84598429746457,3,8,1,1
21,8,0,49.69619761293189,3,8,1,1
21,9,0,50.69382498886676,3,8,1,1
22,0,0,52.10395602493068,3,8,1,1
22,1,0,51.32989258914726,3,8,1,1
22,2,0,51.04816341210714,3,8,1,1
22,3,0,51.08917943144758,3,8,1,1
22,4,0,49.69015162551929,3,8,1,1
22,5,0,53.93340859591757,3,8,1,1
22,6,0,51.50064842233861,3,8,1,1
22,7,0,50.99230119449833,3,8,1,1
22,8,0,48.56656946614414,3,8,1,1
22,9,0,49.45830600997221,3,8,1,1
23,0,0,51.33638770332888,2,8,1,1
23,1,0,52.15848726589842,2,8,1,1
23,2,0,53.0869993375985,2,8,1,1
23,3,0,52.90320433015553,2,8,1,1
23,4,0,49.661970780914935,2,8,1,1
23,5,0,51.799110784654026,2,8,1,1
23,6,0,53.105416472338426,2,8,1,1
23,7,0,51.23862584114985,2,8,1,1
23,8,0,49.47826262303903,2,8,1,1
23,9,0,51.72195080902074,2,8,1,1
24,0,0,51.44507182789369,5,8,0,0
24,1,0,53.17046130560602,5,8,0,0
24,2,0,53.09924111634925,5,8,0,0
24,3,0,52.93619073650526,5,8,0,0
24,4,0,50.20754292907873,5,8,0,0
24,5,0,53.36265327054927,5,8,0,0
24,6,1,60.40839881283446,5,8,0,0
24,7,1,56.623727576691024,5,8,0,0
24,8,1,57.94869341888982,5,8,0,0
24,9,1,56.01686002499471,5,8,0,0
25,0,0,51.75198557629847,5,6,0,1
25,1,0,52.84077662322426,5,6,0,1
25,2,0,52.95655694532371,5,6,0,1
25,3,0,51.90632709357308,5,6,0,1
25,4,0,51.616000505867234,5,6,0,1
25,5,0,54.86447238674602,5,6,0,1
25,6,0,53.79682164318905,5,6,0,1
25,7,0,52.94946276146831,5,6,0,1
25,8,0,49.563367335292,5,6,0,1
25,9,0,49.88668725552469,5,6,0,1
26,0,0,53.67091082031821,4,9,0,1
26,1,0,53.35731475478797,4,9,0,1
26,2,0,55.86331392991362,4,9,0,1
26,3,0,54.82169236910886,4,9,0,1
26,4,0,51.68395860642814,4,9,0,1
26,5,0,54.45430237191045,4,9,0,1
26,6,0,54.37036096614544,4,9,0,1
26,7,0,53.76266611828944,4,9,0,1
26,8,0,49.61918825264848,4,9,0,1
26,9,0,50.5339326207158,4,9,0,1
27,0,0,47.7675415685729,7,9,1,1
27,1,0,48.27122348912884,7,9,1,1
27,2,0,50.05879202532069,7,9,1,1
27,3,0,51.33029646684393,7,9,1,1
27,4,0,49.05773680874,7,9,1,1
27,5,0,49.82129044183313,7,9,1,1
27,6,0,49.71213274426014,7,9,1,1
