student_id,year_of_study,scholarship_received,test_scores,family_income,previous_test_scores,private_school,urban_school
1,0,0,48.33000294746072,3,8,1,0
1,1,0,49.53326128869327,3,8,1,0
1,2,0,47.2175975868196,3,8,1,0
1,3,0,48.72070160976752,3,8,1,0
1,4,0,47.127612282258326,3,8,1,0
1,5,0,49.12443799209602,3,8,1,0
1,6,1,53.02961287096177,3,8,1,0
1,7,1,49.33465240193716,3,8,1,0
1,8,1,48.65017543241292,3,8,1,0
1,9,1,51.75840035001809,3,8,1,0
2,0,0,48.09902039159784,4,3,0,1
2,1,0,47.646601823760726,4,3,0,1
2,2,0,46.46859365688572,4,3,0,1
2,3,0,48.61572427954943,4,3,0,1
2,4,0,47.63108966079516,4,3,0,1
2,5,0,47.05667964073422,4,3,0,1
2,6,0,49.13499761204341,4,3,0,1
2,7,0,46.2210232239035,4,3,0,1
2,8,0,45.60930629651005,4,3,0,1
2,9,0,47.74546807819005,4,3,0,1
3,0,0,47.555725486092335,4,8,0,1
3,1,0,50.84872086080083,4,8,0,1
3,2,0,46.600868650747735,4,8,0,1
3,3,0,48.87051023301753,4,8,0,1
3,4,0,47.35967237656536,4,8,0,1
3,5,0,48.27055302705437,4,8,0,1
3,6,1,49.96159434774201,4,8,0,1
3,7,1,50.0632403651861,4,8,0,1
3,8,1,49.45581465647359,4,8,0,1
3,9,1,50.34370391979331,4,8,0,1
4,0,0,45.40362220667068,1,8,0,1
4,1,0,46.70219298806661,1,8,0,1
4,2,0,46.87555467119643,1,8,0,1
4,3,0,46.26337368877196,1,8,0,1
4,4,0,44.66282830403068,1,8,0,1
4,5,0,43.096190325630005,1,8,0,1
4,6,0,47.90356072273104,1,8,0,1
4,7,0,46.73471419226055,1,8,0,1
4,8,0,45.123012600626815,1,8,0,1
4,9,0,47.65906454152848,1,8,0,1
5,0,0,47.42904718073327,6,10,1,0
5,1,0,47.21306713239493,6,10,1,0
5,2,0,47.28330876315529,6,10,1,0
5,3,0,46.84517708435613,6,10,1,0
5,4,0,47.16063339686897,6,10,1,0
5,5,0,45.65433713755829,6,10,1,0
5,6,0,47.48877813803674,6,10,1,0
5,7,0,48.72217239810117,6,10,1,0
5,8,0,45.42125932026769,6,10,1,0
5,9,0,49.856069279278806,6,10,1,0
6,0,0,49.46028603471821,2,12,1,0
6,1,0,48.344846712283655,2,12,1,0
6,2,0,47.828266913155936,2,12,1,0
6,3,0,47.147910847854185,2,12,1,0
6,4,0,48.31058712549752,2,12,1,0
6,5,0,48.84792566099564,2,12,1,0
6,6,0,49.4793891239484,2,12,1,0
6,7,0,47.6453332401202,2,12,1,0
6,8,0,47.41223697542526,2,12,1,0
6,9,0,50.95087542360302,2,12,1,0
7,0,0,47.14172120028543,0,9,1,0
7,1,0,48.34764863696215,0,9,1,0
7,2,0,48.25564594464873,0,9,1,0
7,3,0,46.97568002564233,0,9,1,0
7,4,0,47.74639102604392,0,9,1,0
7,5,0,48.05189702879982,0,9,1,0
7,6,0,48.140735941371005,0,9,1,0
7,7,0,46.203868061129214,0,9,1,0
7,8,0,46.18143077340371,0,9,1,0
7,9,0,49.20119076848706,0,9,1,0
8,0,0,46.88102881706781,2,5,1,0
8,1,0,46.5903759932192,2,5,1,0
8,2,0,45.79780975651594,2,5,1,0
8,3,0,45.89162967721039,2,5,1,0
8,4,0,46.02388282727853,2,5,1,0
8,5,0,48.35227350022761,2,5,1,0
8,6,0,48.901987062392735,2,5,1,0
8,7,0,47.3997253859318,2,5,1,0
8,8,0,44.53429819728952,2,5,1,0
8,9,0,48.125069957521255,2,5,1,0
9,0,0,46.59910134688222,3,9,1,1
9,1,0,46.55328842778762,3,9,1,1
9,2,0,44.110373291953934,3,9,1,1
9,3,0,47.726310332684456,3,9,1,1
9,4,0,45.15056970772473,3,9,1,1
9,5,0,44.63777591801559,3,9,1,1
9,6,0,47.893002801846926,3,9,1,1
9,7,0,46.11047572712709,3,9,1,1
9,8,0,45.96566233867146,3,9,1,1
9,9,0,47.92127140927469,3,9,1,1
10,0,0,47.7670231738249,4,9,1,0
10,1,0,48.10854457843677,4,9,1,0
10,2,0,46.52263676370335,4,9,1,0
10,3,0,47.340638982829695,4,9,1,0
10,4,0,46.175459937949576,4,9,1,0
10,5,0,46.263910730274006,4,9,1,0
10,6,0,48.59047550011773,4,9,1,0
10,7,0,46.77956718343765,4,9,1,0
10,8,0,47.01145282118736,4,9,1,0
10,9,0,48.270352757413086,4,9,1,0
11,0,0,47.15895540591397,3,12,1,0
11,1,0,48.09296809568632,3,12,1,0
11,2,0,47.220086516350406,3,12,1,0
11,3,0,48.82491510359283,3,12,1,0
11,4,0,48.2878468711714,3,12,1,0
11,5,0,46.35970882960268,3,12,1,0
11,6,0,50.9587189367564,3,12,1,0
11,7,0,47.53201433039842,3,12,1,0
11,8,0,46.06315230370027,3,12,1,0
11,9,0,48.9884585943103,3,12,1,0
12,0,0,48.64850492654361,2,9,0,1
12,1,0,48.92211974677084,2,9,0,1
12,2,0,46.07032146644027,2,9,0,1
12,3,0,45.97310499187716,2,9,0,1
12,4,0,48.39049183047484,2,9,0,1
12,5,0,48.21160415248647,2,9,0,1
12,6,0,51.69102912490766,2,9,0,1
12,7,0,50.31668839132971,2,9,0,1
12,8,0,47.345036160890174,2,9,0,1
12,9,0,50.93987363450517,2,9,0,1
13,0,0,47.111847855048936,2,8,1,1
13,1,0,46.31611123577784,2,8,1,1
13,2,0,45.18050818755565,2,8,1,1
13,3,0,46.46933922225384,2,8,1,1
13,4,0,47.43914903842774,2,8,1,1
13,5,0,46.30494063698992,2,8,1,1
13,6,0,47.42907709043854,2,8,1,1
13,7,0,46.8733001368264,2,8,1,1
13,8,0,44.867431234719845,2,8,1,1
13,9,0,47.77046729662312,2,8,1,1
14,0,0,47.442251793890485,8,5,1,1
14,1,0,47.9683376434301,8,5,1,1
14,2,0,43.85061511056486,8,5,1,1
14,3,0,46.135400031028354,8,5,1,1
14,4,0,46.81450336447375,8,5,1,1
14,5,0,46.175469471960106,8,5,1,1
14,6,0,46.54577752937622,8,5,1,1
14,7,1,46.29702639185322,8,5,1,1
14,8,1,46.91346639636133,8,5,1,1
14,9,1,50.16501155450454,8,5,1,1
15,0,0,49.40576117554793,3,8,0,0
15,1,0,46.85054531855207,3,8,0,0
15,2,0,45.93587435364561,3,8,0,0
15,3,0,47.31624016261076,3,8,0,0
15,4,0,47.275517492497215,3,8,0,0
15,5,0,45.79953189036507,3,8,0,0
15,6,0,48.09810433584041,3,8,0,0
15,7,0,47.338833996473255,3,8,0,0
15,8,0,47.028527669547735,3,8,0,0
15,9,0,49.804051885630976,3,8,0,0
16,0,0,45.78342134690835,2,9,1,1
16,1,1,48.396672131973496,2,9,1,1
16,2,1,46.740488047752045,2,9,1,1
16,3,1,47.47137548545278,2,9,1,1
16,4,1,48.23436238120254,2,9,1,1
16,5,1,46.93045992105731,2,9,1,1
16,6,1,50.86782332314075,2,9,1,1
16,7,1,47.92241060118547,2,9,1,1
16,8,1,48.49332761701064,2,9,1,1
16,9,1,50.05369628880506,2,9,1,1
