country_id,year,policy_implementation,economic_growth_rate,gdp_per_capita,unemployment_rate,government_type,leader_gender
1,0,0,52.39996468159904,4,7,0,1
1,1,0,53.32618385381564,4,7,0,1
1,2,0,52.73162978508676,4,7,0,1
1,3,0,52.425512927716994,4,7,0,1
1,4,0,53.37607465307942,4,7,0,1
1,5,0,53.73145620280332,4,7,0,1
1,6,0,53.042444026507255,4,7,0,1
1,7,0,50.29432052810759,4,7,0,1
1,8,0,52.48050837378985,4,7,0,1
1,9,0,52.06190875374361,4,7,0,1
2,0,0,55.66685221564275,4,12,0,0
2,1,0,54.01082114390031,4,12,0,0
2,2,0,52.18036936604195,4,12,0,0
2,3,0,55.71629969894612,4,12,0,0
2,4,0,54.03393196448935,4,12,0,0
2,5,0,52.6832339483342,4,12,0,0
2,6,1,59.31028521087974,4,12,0,0
2,7,1,57.58104427223154,4,12,0,0
2,8,1,57.454363554979714,4,12,0,0
2,9,1,59.16036749000665,4,12,0,0
3,0,0,57.48633960051286,6,8,1,1
3,1,0,55.25022917687938,6,8,1,1
3,2,0,53.82383692231792,6,8,1,1
3,3,0,55.59819056638743,6,8,1,1
3,4,1,61.60741395987736,6,8,1,1
3,5,1,60.12281970196975,6,8,1,1
3,6,1,61.14903307181831,6,8,1,1
3,7,1,59.285364488254,6,8,1,1
3,8,1,60.02615886768225,6,8,1,1
3,9,1,60.32493236609381,6,8,1,1
4,0,0,58.66044257933137,1,11,0,0
4,1,0,55.40963060652941,1,11,0,0
4,2,0,54.22660466615877,1,11,0,0
4,3,0,56.06981366328001,1,11,0,0
4,4,0,55.7580733907236,1,11,0,0
4,5,0,54.22246124185376,1,11,0,0
4,6,0,55.85568845439124,1,11,0,0
4,7,0,54.325569683005696,1,11,0,0
4,8,0,53.73073921684505,1,11,0,0
4,9,0,54.95611108447985,1,11,0,0
5,0,0,54.74333999154365,2,7,0,0
5,1,0,53.1033469233197,2,7,0,0
5,2,0,52.20226392583716,2,7,0,0
5,3,0,53.33702897346036,2,7,0,0
5,4,0,53.47205008849415,2,7,0,0
5,5,0,50.811332968477885,2,7,0,0
5,6,0,52.07294717683415,2,7,0,0
5,7,0,51.16855373897557,2,7,0,0
5,8,0,53.08079908417435,2,7,0,0
5,9,0,52.80126223016963,2,7,0,0
6,0,0,56.45748128432198,5,7,0,0
6,1,0,52.522153869780205,5,7,0,0
6,2,0,52.297575298456266,5,7,0,0
6,3,0,54.57575962752957,5,7,0,0
6,4,0,52.79697571685865,5,7,0,0
6,5,0,53.61106731215013,5,7,0,0
6,6,0,52.12496234128619,5,7,0,0
6,7,0,53.468476015758064,5,7,0,0
6,8,0,54.608675315535024,5,7,0,0
6,9,0,53.84767552630834,5,7,0,0
7,0,0,56.066557059766055,2,10,1,0
7,1,0,54.177276226970896,2,10,1,0
7,2,0,53.77590388844504,2,10,1,0
7,3,0,53.39573693044967,2,10,1,0
7,4,0,53.418034089374224,2,10,1,0
7,5,0,52.97101398224607,2,10,1,0
7,6,0,53.882842716893705,2,10,1,0
7,7,0,52.60748241017277,2,10,1,0
7,8,0,52.34514083371145,2,10,1,0
7,9,0,52.513872006237584,2,10,1,0
8,0,0,55.788059726621576,4,13,1,1
8,1,0,54.01526579656306,4,13,1,1
8,2,0,54.01445789874758,4,13,1,1
8,3,0,53.13262422548005,4,13,1,1
8,4,0,53.00140810289802,4,13,1,1
8,5,0,53.078672541647016,4,13,1,1
8,6,0,53.94028295325158,4,13,1,1
8,7,0,52.30174686107033,4,13,1,1
8,8,0,53.488162095844174,4,13,1,1
8,9,0,51.377055380487015,4,13,1,1
9,0,0,56.6718732815274,3,10,1,0
9,1,0,54.7402725318224,3,10,1,0
9,2,0,54.44717716153221,3,10,1,0
9,3,0,53.61396377994509,3,10,1,0
9,4,0,52.817655944013566,3,10,1,0
9,5,0,55.837008474147545,3,10,1,0
9,6,0,55.82232417858796,3,10,1,0
9,7,0,51.73854898800592,3,10,1,0
9,8,0,52.028202533400446,3,10,1,0
9,9,1,57.35430534494797,3,10,1,0
10,0,0,54.90208736332188,3,6,1,0
10,1,0,54.65101706887225,3,6,1,0
10,2,1,58.70608787342196,3,6,1,0
10,3,1,59.61276800597668,3,6,1,0
10,4,1,59.93622671759885,3,6,1,0
10,5,1,59.7761082904218,3,6,1,0
10,6,1,60.428463576954655,3,6,1,0
10,7,1,58.62969556952594,3,6,1,0
10,8,1,60.5141995819565,3,6,1,0
10,9,1,58.996690909802105,3,6,1,0
11,0,0,55.90776421743049,0,8,0,0
11,1,0,52.38733037946398,0,8,0,0
11,2,0,52.18097492740183,0,8,0,0
11,3,0,52.64702341231276,0,8,0,0
11,4,0,52.45942783264217,0,8,0,0
11,5,0,52.47933602730403,0,8,0,0
11,6,0,53.05306096671779,0,8,0,0
11,7,0,50.81507015955424,0,8,0,0
11,8,0,52.34635359933476,0,8,0,0
11,9,0,51.72644335121907,0,8,0,0
12,0,0,58.369893037720026,5,8,1,0
12,1,0,54.06663187995738,5,8,1,0
12,2,0,54.82137255942696,5,8,1,0
12,3,0,53.53817801985423,5,8,1,0
12,4,0,55.97431985564274,5,8,1,0
12,5,0,53.16067890626282,5,8,1,0
12,6,0,52.76065874558889,5,8,1,0
12,7,0,52.673035258171566,5,8,1,0
12,8,0,52.03812134554232,5,8,1,0
12,9,0,52.52702024295908,5,8,1,0
13,0,0,55.1798906140685,0,8,0,0
13,1,0,53.23715151013992,0,8,0,0
13,2,1,58.84152985584176,0,8,0,0
13,3,1,57.61191464465063,0,8,0,0
13,4,1,59.45677932288437,0,8,0,0
13,5,1,58.535037557662825,0,8,0,0
13,6,1,59.16139825127113,0,8,0,0
13,7,1,56.15088489534702,0,8,0,0
13,8,1,59.18714387826255,0,8,0,0
13,9,1,57.11783530961701,0,8,0,0
14,0,0,55.58057925904317,6,6,0,0
14,1,0,54.74289485155007,6,6,0,0
14,2,0,53.249942289246,6,6,0,0
14,3,0,55.78355655678453,6,6,0,0
14,4,0,52.35797592483676,6,6,0,0
14,5,0,53.11159118984256,6,6,0,0
14,6,0,54.03232315201383,6,6,0,0
14,7,0,52.39376766339787,6,6,0,0
14,8,0,54.619855471018894,6,6,0,0
14,9,0,53.32160459333944,6,6,0,0
