step,1,global_seqlen/min,global_seqlen/max,global_seqlen/minmax_diff,global_seqlen/balanced_min,global_seqlen/balanced_max,global_seqlen/mean,actor/entropy,actor/kl_loss,actor/kl_coef,actor/pg_loss,actor/pg_clipfrac,actor/ppo_kl,actor/pg_clipfrac_lower,actor/grad_norm,perf/mfu/actor,perf/max_memory_allocated_gb,perf/max_memory_reserved_gb,perf/cpu_memory_used_gb,actor/lr,training/global_step,training/epoch,critic/score/mean,critic/score/max,critic/score/min,critic/rewards/mean,critic/rewards/max,critic/rewards/min,critic/advantages/mean,critic/advantages/max,critic/advantages/min,critic/returns/mean,critic/returns/max,critic/returns/min,response_length/mean,response_length/max,response_length/min,response_length/clip_ratio,response_length_non_aborted/mean,response_length_non_aborted/max,response_length_non_aborted/min,response_length_non_aborted/clip_ratio,response/aborted_ratio,prompt_length/mean,prompt_length/max,prompt_length/min,prompt_length/clip_ratio,timing_s/start_profile,timing_s/generate_sequences,timing_s/generation_timing/max,timing_s/generation_timing/min,timing_s/generation_timing/topk_ratio,timing_s/gen,timing_s/reward,timing_s/old_log_prob,timing_s/ref,timing_s/adv,timing_s/update_actor,timing_s/step,timing_s/stop_profile,timing_per_token_ms/ref,timing_per_token_ms/update_actor,timing_per_token_ms/adv,timing_per_token_ms/gen,perf/total_num_tokens,perf/time_per_step,perf/throughput,timing_s/testing,timing_s/save_checkpoint,eval_pass,call,causci/control_acc,causci/effect_acc,causci/method_acc,causci/mre,causci/outcome_acc,causci/treatment_acc,cladder/overall_acc,cladder/rung1_acc,cladder/rung2_acc,cladder/rung3_acc
0.0,-0.559494428550172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,,25510.0,31824.0,6314.0,29215.0,29216.0,29215.5,0.0272623673081398,0.0,0.01,-0.00010721977800130858,0.0,0.0,0.0,0.09873233735561371,0.10287784412415607,77.5274658203125,80.15625,324.04913330078125,2e-05,1.0,0.0,-0.5406249761581421,1.0,-1.0,-0.5406249761581421,1.0,-1.0,0.004727644380182028,1.4999982118606567,-0.8660244345664978,0.004727644380182028,1.4999982118606567,-0.8660244345664978,196.1750030517578,508.0,118.0,0.0,196.1750030517578,508.0,118.0,0.0,0.0,1264.5999755859375,2007.0,1097.0,0.0,3.5774995922110975e-05,4.539209842681885,6.094465732574463,2.910600185394287,0.25,17.40853817199968,1.581207164999796,2.5572117070041713,1.569975712998712,0.0020070090031367727,14.904312689999642,38.032346854000934,2.959900302812457e-05,0.013434441589213876,0.12753771705087746,1.7174179828659212e-05,1.1092480038230967,116862.0,38.032346854000934,768.1750514148612,,,,,,,,,,,,,,
2.0,,25881.0,31690.0,5809.0,28626.0,28627.0,28626.25,0.02531035803258419,0.00019020014087800519,0.01,0.001091758981347084,0.0,0.0,0.0,0.06296983361244202,0.12032305120743336,81.31587791442871,83.666015625,336.54034423828125,2e-05,2.0,0.0,-0.8975000381469727,-0.20000000298023224,-1.0,-0.8975000381469727,-0.20000000298023224,-1.0,8.541892020730302e-05,1.499993920326233,-1.499993920326233,8.541892020730302e-05,1.499993920326233,-1.499993920326233,249.6125030517578,1002.0,96.0,0.0,249.6125030517578,1002.0,96.0,0.0,0.0,1181.699951171875,1857.0,1099.0,0.0,3.52629940607585e-05,6.537442207336426,9.84315013885498,2.6729185581207275,0.25,20.626380137000524,0.8906237419942045,2.350822523003444,1.5577300559962168,0.001976036000996828,12.478323912000633,37.90831850700488,2.7518995921127498e-05,0.01360403524733607,0.10897623607703273,1.7257202750943873e-05,1.0329200329010229,114505.0,37.90831850700488,755.1442830340867,,,,,,,,,,,,,,
3.0,,26877.0,30559.0,3682.0,28167.0,28168.0,28167.75,0.026687532663345337,0.00015435929022714843,0.01,0.001419816352427006,0.0,0.0,0.0,0.02174617350101471,0.1184328415014956,81.31587791442871,83.666015625,316.21173095703125,2e-05,3.0,0.0,-0.925000011920929,0.75,-1.0,-0.925000011920929,0.75,-1.0,-0.0037152492441236973,1.499993920326233,-0.8660245537757874,-0.0037152492441236973,1.499993920326233,-0.8660245537757874,255.6374969482422,1100.0,109.0,0.0,255.6374969482422,1100.0,109.0,0.0,0.0,1152.75,1280.0,1097.0,0.0,3.567900421330705e-05,6.521053791046143,10.757283210754395,3.484313726425171,0.25,21.37640328099951,1.1144994650021545,2.373192402999848,1.5200863999998546,0.001887270002043806,12.459159790996637,38.84767019900028,2.867099829018116e-05,0.01349137222532732,0.1105800054228385,1.675027293663681e-05,1.0452497814776545,112671.0,38.84767019900028,725.0820925864656,,,,,,,,,,,,,,
4.0,,26259.0,32101.0,5842.0,28742.0,28786.0,28774.5,0.0319145992398262,0.0002095843110237183,0.01,-0.0018555580079555518,0.0,0.0,0.0,0.024919884279370308,0.1220781633527679,81.31587791442871,83.666015625,333.00616455078125,2e-05,4.0,0.0,-0.9204686880111694,0.4000000059604645,-1.0,-0.9204686880111694,0.4000000059604645,-1.0,0.04826876148581505,0.9209373593330383,-0.8651231527328491,0.04826876148581505,0.9209373593330383,-0.8651231527328491,246.22500610351562,947.0,117.0,0.0,246.22500610351562,947.0,117.0,0.0,0.0,1192.5,2120.0,1095.0,0.0,3.353500505909324e-05,6.759538650512695,9.183868408203125,3.753715991973877,0.25,19.829342156997882,0.9418675880006049,2.2760342779947678,1.570255703998555,0.0019709770058398135,12.371793070997228,36.99383121400024,2.7647001843433827e-05,0.01364277141217532,0.10748920981248351,1.712433757180675e-05,1.0066677915015678,115098.0,36.99383121400024,777.8188702204585,,,,,,,,,,,,,,
5.0,,25248.0,30244.0,4996.0,27295.0,28245.0,27533.0,0.03554961085319519,0.00015420253101183337,0.01,-0.0005412356927990917,0.0,0.0,0.0,0.028196517378091812,0.11772127361683496,82.1272439956665,83.998046875,326.81732177734375,2e-05,5.0,0.0,-0.890625,0.75,-1.0,-0.890625,0.75,-1.0,0.0006126113003119826,0.49999943375587463,-1.4999982118606567,0.0006126113003119826,0.49999943375587463,-1.4999982118606567,234.64999389648438,2000.0,101.0,0.012500000186264515,234.64999389648438,2000.0,101.0,0.012500000186264515,0.0,1142.0,1282.0,1097.0,0.0,3.436599945416674e-05,7.5917768478393555,19.056743621826172,2.5172133445739746,0.25,29.58858527999837,1.0929618739974103,2.306153069002903,1.4953514509979868,0.00184381399594713,12.240035797003657,46.727396005997434,2.8351001674309373e-05,0.013577810727109167,0.11113968507793971,1.6741855191471415e-05,1.5762084636692077,110132.0,46.727396005997434,589.2260719271871,,,,,,,,,,,,,,
6.0,,27372.0,33081.0,5709.0,29568.0,29598.0,29586.25,0.03373173996806145,0.0001604886184213683,0.01,-0.00037105828523635863,0.0,0.0,0.0,0.10629215836524963,0.126269874278872,82.1272439956665,83.998046875,333.38238525390625,2e-05,6.0,0.0,-0.8225000500679016,0.75,-1.0,-0.8225000500679016,0.75,-1.0,-0.019391050562262535,1.499993920326233,-0.8660245537757874,-0.019391050562262535,1.499993920326233,-0.8660245537757874,240.0124969482422,734.0,93.0,0.0,240.0124969482422,734.0,93.0,0.0,0.0,1239.300048828125,2120.0,1097.0,0.0,3.631900472100824e-05,5.580225944519043,7.461055755615234,3.5722434520721436,0.25,17.18092381599854,0.9045904379963758,2.282376930001192,1.6194332249942818,0.0020105279982089996,12.313174331000482,34.3050825600003,2.806299744406715e-05,0.013684002070170112,0.10404473641472375,1.6988702507152813e-05,0.894793178271889,118345.0,34.3050825600003,862.4450895360195,,,,,,,,,,,,,,
7.0,,25407.0,31752.0,6345.0,28517.0,29445.0,29001.25,0.027266865596175194,0.00024462375222356064,0.01,-0.0008254979178309441,0.0,0.0,0.0,0.09807546436786652,0.10630720570860669,84.40174198150635,86.63671875,344.668701171875,2e-05,7.0,0.0,-0.7250000238418579,1.0,-1.0,-0.7250000238418579,1.0,-1.0,-0.10834837704896927,1.4999982118606567,-1.499993920326233,-0.10834837704896927,1.4999982118606567,-1.499993920326233,265.6625061035156,2000.0,103.0,0.02500000037252903,265.6625061035156,2000.0,103.0,0.02500000037252903,0.0,1184.4000244140625,1759.0,1100.0,0.0,3.670299338409677e-05,11.386377334594727,19.168067932128906,2.3183727264404297,0.25,29.41151858500234,1.1918287119988236,3.045093191001797,1.645930717997544,0.0018812199996318668,14.32325445600145,49.621970804997545,2.7902999136131257e-05,0.014188446342808879,0.12347100949098272,1.6216714793602575e-05,1.383876092081228,116005.0,49.621970804997545,584.4437359001311,,,,,,,,,,,,,,
8.0,,25425.0,33020.0,7595.0,28129.0,28762.0,28314.5,0.03238555043935776,0.0002248035025513673,0.01,0.0013119435310363782,0.0,0.0,0.0,0.07571054995059967,0.11982935256649768,84.40174198150635,86.63671875,329.96356201171875,2e-05,8.0,0.0,-0.8031250238418579,0.75,-1.0,-0.8031250238418579,0.75,-1.0,-0.09729912877082825,1.4999982118606567,-1.499993920326233,-0.09729912877082825,1.4999982118606567,-1.499993920326233,273.0249938964844,2000.0,116.0,0.012500000186264515,273.0249938964844,2000.0,116.0,0.012500000186264515,0.0,1142.699951171875,1286.0,1103.0,0.0,3.55829979525879e-05,7.392473220825195,19.264163970947266,2.532853126525879,0.25,29.550237473995367,1.0351736360025825,2.32733397300035,1.5207771249988582,0.001987425006518606,12.389739555001142,46.82768376600143,2.694300201255828e-05,0.013427547060683203,0.10939394616716826,1.7547767102708913e-05,1.3529089586116365,113258.0,46.82768376600143,604.653011271878,,,,,,,,,,,,,,
9.0,,29789.0,35533.0,5744.0,31702.0,31703.0,31702.5,0.018838373944163322,0.0001388186205258535,0.01,0.0009138495102524756,0.0,0.0,0.0,0.048966508358716965,0.13492310028626472,87.72216033935547,89.59375,361.37518310546875,2e-05,9.0,0.0,-0.7100000381469727,1.0,-1.0,-0.7100000381469727,1.0,-1.0,-0.0011677863076329231,1.499993920326233,-1.499993920326233,-0.0011677863076329231,1.499993920326233,-1.499993920326233,337.17498779296875,2000.0,98.0,0.05000000074505806,337.17498779296875,2000.0,98.0,0.05000000074505806,0.0,1247.949951171875,2036.0,1093.0,0.0,3.481399471638724e-05,15.197403907775879,19.116409301757812,3.563123941421509,0.25,30.05242179099878,0.8838769669964677,2.4261035509989597,1.9032227909992798,0.0019313619995955378,12.425518347001343,47.6954979660004,2.7519003197085112e-05,0.015008459829660752,0.09798531935179673,1.5230360378483857e-05,1.1141255205382508,126810.0,47.6954979660004,664.6853760201651,,,,,,,,,,,,,,
10.0,,25471.0,33003.0,7532.0,28923.0,28968.0,28956.25,0.03413613140583038,0.00032575027612665515,0.01,0.0014254391193389891,0.0,0.0,0.0,0.0380217544734478,0.12290347079041512,87.72216033935547,89.59375,337.30035400390625,2e-05,10.0,0.0,-0.9125000238418579,0.75,-1.0,-0.9125000238418579,0.75,-1.0,-0.00854464154690504,0.8660245537757874,-1.499993920326233,-0.00854464154690504,0.8660245537757874,-1.499993920326233,254.71249389648438,763.0,117.0,0.0,254.71249389648438,763.0,117.0,0.0,0.0,1193.0999755859375,1786.0,1104.0,0.0,3.423899761401117e-05,5.053237438201904,7.841650009155273,2.8480591773986816,0.25,17.783809779000876,1.076999375000014,2.2566364320009598,1.5531854189976002,0.0020453739998629317,12.354927749001945,35.030078288997174,2.806299744406715e-05,0.013409759715066697,0.1066689207770511,1.7659175479066968e-05,0.872739352161794,115825.0,35.030078288997174,826.611055822135,,,,,,,,,,,,,,
11.0,,25109.0,30179.0,5070.0,27310.0,27422.0,27374.75,0.03744885325431824,0.0003870406665191695,0.01,0.0008665653690695764,0.0,0.0,0.0,0.05367129296064377,0.11684029004136845,87.72216033935547,89.59375,323.95330810546875,2e-05,11.0,0.0,-0.71875,1.0,-1.0,-0.71875,1.0,-1.0,-0.0013358935248106718,0.8660224080085754,-1.499993920326233,-0.0013358935248106718,0.8660224080085754,-1.499993920326233,194.6374969482422,526.0,95.0,0.0,194.6374969482422,526.0,95.0,0.0,0.0,1174.0999755859375,1912.0,1102.0,0.0,3.5134995414409786e-05,3.7576711177825928,5.400829315185547,2.4282593727111816,0.25,16.531270089995814,0.9621289300048375,2.290088708003168,1.4982394929975271,0.0019558410058380105,12.248369173001265,33.53449724600068,2.8798996936529875e-05,0.013682677403424024,0.11185827425822396,1.7861724817925373e-05,1.0616704187268522,109499.0,33.53449724600068,816.3160997818361,,,,,,,,,,,,,,
12.0,,25730.0,34790.0,9060.0,28698.0,29111.0,28978.5,0.02894330583512783,0.000236197868725867,0.01,0.0,0.0,0.0,0.0,0.0021471234504133463,0.121718812543022,87.72216033935547,89.59375,352.05950927734375,2e-05,12.0,0.0,-0.8850000500679016,-0.20000000298023224,-1.0,-0.8850000500679016,-0.20000000298023224,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,240.625,2000.0,112.0,0.012500000186264515,240.625,2000.0,112.0,0.012500000186264515,0.0,1208.300048828125,2295.0,1099.0,0.0,3.555100556695834e-05,8.05429458618164,19.412349700927734,2.844898223876953,0.25,29.800070691002475,0.9011556839977857,2.428053556002851,1.5684250009944662,0.001966114003153052,12.505896426002437,47.2080719029982,2.745499659795314e-05,0.01353093673753357,0.10788943894613624,1.696183380051635e-05,1.5480556203118168,115914.0,47.2080719029982,613.8462943274658,,,,,,,,,,,,,,
